store_id,month,advertising_thousand_eur,sales_index,oracle_store_quality,downtown_location
1,1,3.768703119860259,94.3494331007827,-14.322838668260072,0
1,2,4.652121564368096,97.4918403601165,-14.322838668260072,0
1,3,8.820357436485196,110.73609199028824,-14.322838668260072,0
1,4,3.705241415297664,83.74253883852863,-14.322838668260072,0
1,5,4.553946281673866,92.72252931583296,-14.322838668260072,0
1,6,5.6078826603399,93.29240213349928,-14.322838668260072,0
1,7,6.382531894123156,104.2423148061556,-14.322838668260072,0
1,8,7.49234006678917,115.02820444912946,-14.322838668260072,0
1,9,8.630958722855286,103.54033343271315,-14.322838668260072,0
1,10,3.3419166759179944,90.8400863405988,-14.322838668260072,0
2,1,10.334628418404945,127.26050418331135,0.080221985471819,0
2,2,11.02593594265696,128.56374336767632,0.080221985471819,0
2,3,14.882860295823134,137.56201033056658,0.080221985471819,0
2,4,13.869179657514017,138.73196813850598,0.080221985471819,0
2,5,16.063715731630964,142.78382654505523,0.080221985471819,0
2,6,15.88394225749602,143.317124146601,0.080221985471819,0
2,7,11.273775027698498,122.1085329829612,0.080221985471819,0
2,8,16.608536244577333,140.04701312128006,0.080221985471819,0
2,9,12.00007959122259,126.3226162339239,0.080221985471819,0
2,10,12.839287650615054,128.611949018037,0.080221985471819,0
3,1,15.19451465176815,132.64198882930657,3.574810525264227,0
3,2,14.565416418633783,146.19313653094432,3.574810525264227,0
3,3,9.610797264738249,127.57778010939899,3.574810525264227,0
3,4,14.030039458855892,144.89393975639726,3.574810525264227,0
3,5,19.99244044529845,150.96676477901033,3.574810525264227,0
3,6,15.471431498918855,142.68495355584574,3.574810525264227,0
3,7,14.921024157869132,140.593337575651,3.574810525264227,0
3,8,18.815019130829416,151.86496243999997,3.574810525264227,0
3,9,16.1111051967214,143.25940813555414,3.574810525264227,0
3,10,16.046842780053474,142.72781508022987,3.574810525264227,0
4,1,16.318008724667248,147.96285176889018,5.168637630665907,1
4,2,16.391009533426462,134.83696266919975,5.168637630665907,1
4,3,16.88592533606276,143.66100271929074,5.168637630665907,1
4,4,14.05805201017475,141.27179769338397,5.168637630665907,1
4,5,12.173265970670178,132.29345777300205,5.168637630665907,1
4,6,10.414496938794933,134.13183170077988,5.168637630665907,1
4,7,18.321849671588858,153.09485312454328,5.168637630665907,1
4,8,12.915734414876548,137.1141214852648,5.168637630665907,1
4,9,15.93074546450007,157.350069615759,5.168637630665907,1
4,10,15.193761736428907,139.06286179196735,5.168637630665907,1
5,1,14.815371180008194,141.3155075065876,3.9486337465272237,1
5,2,14.919881344370156,139.757149999908,3.9486337465272237,1
5,3,15.79831800665482,144.1684033371563,3.9486337465272237,1
5,4,13.141160620456368,132.19962417135383,3.9486337465272237,1
5,5,15.489924918966615,152.16412262220413,3.9486337465272237,1
5,6,14.228021093835315,136.54651899983696,3.9486337465272237,1
5,7,16.48587832522273,147.01278998263402,3.9486337465272237,1
5,8,16.50649546281721,149.358955257166,3.9486337465272237,1
5,9,17.421445237096428,145.81001394510344,3.9486337465272237,1
5,10,20.52453412670772,159.24757457483372,3.9486337465272237,1
6,1,5.546580591892892,96.70187225454869,-9.177162831041215,0
6,2,5.82671443653916,107.92066101693146,-9.177162831041215,0
6,3,8.572257049513075,114.10845835248236,-9.177162831041215,0
6,4,10.20610786984236,114.03254574546438,-9.177162831041215,0
6,5,5.951518193041738,97.68816655636219,-9.177162831041215,0
6,6,6.667897837759261,109.20559605383899,-9.177162831041215,0
6,7,7.33879051055745,117.78500654392694,-9.177162831041215,0
6,8,10.289686549924623,122.2167308979543,-9.177162831041215,0
6,9,6.171044458002326,110.44138811027318,-9.177162831041215,0
6,10,8.447597299457158,117.75398167314495,-9.177162831041215,0
7,1,21.798256093232645,161.05962673970177,12.735865613674319,1
7,2,22.259154518257173,172.7599692380033,12.735865613674319,1
7,3,22.126883372208585,160.10859059770712,12.735865613674319,1
7,4,17.883278845635676,153.55966800173172,12.735865613674319,1
7,5,23.304168862264078,170.12702004246165,12.735865613674319,1
7,6,18.71865625689834,163.30520279742439,12.735865613674319,1
7,7,23.59252689877016,174.49440934027567,12.735865613674319,1
7,8,22.403148701758223,166.2351393138685,12.735865613674319,1
7,9,20.08060710664723,163.2729462249712,12.735865613674319,1
7,10,19.589976414569342,161.48588097356648,12.735865613674319,1
8,1,0.6408211284417327,94.07706401442935,-5.26548620511519,0
8,2,12.127830774680575,129.27559435138366,-5.26548620511519,0
8,3,10.77669765300551,128.6382901320044,-5.26548620511519,0
8,4,7.342471757054507,122.54519336344718,-5.26548620511519,0
8,5,9.94494709424084,127.61806403372667,-5.26548620511519,0
8,6,10.254003000067714,125.03812177523447,-5.26548620511519,0
8,7,9.512123792688909,122.782601016447,-5.26548620511519,0
8,8,9.568056012120195,115.45304944322547,-5.26548620511519,0
8,9,11.516380142643342,112.9870633927743,-5.26548620511519,0
8,10,11.861010062233763,117.15162957073964,-5.26548620511519,0
9,1,13.70160386131591,139.42307222894823,0.9000794338490811,1
9,2,12.137369413145048,126.98483878219838,0.9000794338490811,1
9,3,9.695128981804077,119.82809560510862,0.9000794338490811,1
9,4,14.630591963671474,138.12886240025065,0.9000794338490811,1
9,5,13.479172417712359,136.81060413021726,0.9000794338490811,1
9,6,9.72046632206861,126.96233748052389,0.9000794338490811,1
9,7,12.32096060417696,138.33856464665172,0.9000794338490811,1
9,8,11.03499258238675,129.34130931431213,0.9000794338490811,1
9,9,9.712723706901489,125.37644816834216,0.9000794338490811,1
9,10,12.92085963293721,127.89817874035349,0.9000794338490811,1
10,1,11.284916121511147,123.21862400488467,0.15729238511095658,0
10,2,12.302774143124427,123.84732275600803,0.15729238511095658,0
10,3,11.631194875610284,131.7643547018707,0.15729238511095658,0
10,4,12.850983007358714,116.49519442459325,0.15729238511095658,0
10,5,12.2504763948345,128.13338499937169,0.15729238511095658,0
10,6,14.918129590501726,139.17832822554948,0.15729238511095658,0
10,7,10.684563852896574,134.51650535306595,0.15729238511095658,0
10,8,12.246362204524726,130.2961798164907,0.15729238511095658,0
10,9,13.526129323698509,123.8938356391756,0.15729238511095658,0
10,10,13.526125310451802,135.48759713186658,0.15729238511095658,0
11,1,9.710833477249013,120.19447288376556,-7.234673407447158,0
11,2,8.009549257271335,105.22566321125103,-7.234673407447158,0
11,3,8.495044498160015,110.89703082973597,-7.234673407447158,0
11,4,9.424150597424363,118.09765245718106,-7.234673407447158,0
11,5,11.145243991567716,116.28600651610446,-7.234673407447158,0
