listing_id,floor_area_sqm,rent_eur
1,96.62165172453054,1496.2904385469674
2,96.95966164298152,1398.9586460527937
3,133.72146858672687,2094.1256992824265
4,31.692538892642936,607.6758474773424
5,29.424037509431326,981.2024539715871
6,123.13292226300793,1839.4518589316313
7,122.6511025364507,2064.8005120494936
8,88.0568895558957,1409.8732208332667
9,55.73614390869352,1005.4597918127249
10,125.86679965805104,1975.3955933622772
11,92.8777573134252,1635.0563972175967
12,79.00453053422432,1286.2508008132118
13,102.46610619268023,1832.6526675674058
14,44.1710022050924,954.2703781233001
15,29.220449936010162,644.6754837258702
16,75.55406357672315,1336.7823749381093
17,99.28706959565245,1542.7911644312544
18,93.83831089359485,2154.944742594077
19,58.684838317955354,1449.8228292069039
20,86.09978735916904,1457.890060089462
21,31.649373076168366,757.8123647998905
22,57.863674958482335,1086.0670568541775
23,26.104073304478987,636.0139251152368
24,58.350397765988866,1085.2457889226132
25,112.74987924087031,1853.6926537456902
26,81.95198766651598,1431.8830870216557
27,114.69316507919001,2151.8521856618995
28,37.07096952220934,910.6992005698862
29,39.67288415298417,778.0477553498797
30,137.21122558989978,1836.4197645199838
31,120.58011446083118,1915.8888781223736
32,48.80917067977954,848.7388725742749
33,122.58299984805159,2002.514402122533
34,95.30055707226956,1414.423545002927
35,58.06486278493757,1172.0638177102612
36,51.01225502850485,1086.9301550580494
37,134.46253337144384,2266.8283824007794
38,38.929793184458255,1164.1579965026847
39,80.22793925919092,1600.021724798963
40,105.42774234102495,1631.8477804188874
41,134.7929874565651,1963.7606449905177
42,120.93237396177845,1856.8310480559257
43,97.04401918582495,1501.2651448992353
44,70.25724007047147,1308.78407550618
45,92.4679452291682,1474.3500231379157
46,80.41416096286645,1433.1516187655598
47,40.85480480096037,1028.2720150729854
48,96.86447297943327,1635.9095133884566
49,52.92366093357898,1109.8142566149877
50,137.65039699044837,2297.6442696485265
51,82.02109869172696,1639.984398676141
52,49.55910268780996,1065.3773432006142
53,93.46860872393067,1769.9957745107813
54,91.73567808565427,1664.2430496780064
55,54.43373153226849,916.4226213007835
56,84.43905522219956,1275.2434483469879
57,123.22086230269605,2196.509878761476
58,120.77791054955465,1903.8653081499347
59,101.72525397664533,1579.833485449241
60,89.08355081843486,1409.8937941607385
61,35.655434625308494,732.8369282556798
62,32.99252438265389,658.4043163466531
63,57.316217444761136,1165.2486307001498
64,31.599409942904394,479.0187844678684
65,129.10104036879244,2079.1779515517746
66,115.86688678230249,2070.3465203339524
67,117.18194175138895,1568.182450633041
68,89.93813351114008,1533.4440950690653
69,65.92124342384975,1165.2022637192829
70,130.56598409383423,2269.961702786561
71,59.491316145308815,1472.6528581709729
72,88.95336402525034,1443.1960085558792
73,136.02698983293502,2185.361115700772
74,51.510468671969285,1028.3382555701164
75,135.3828559246314,2126.8648074125563
76,94.4734392216456,1586.8704291636338
77,77.7623036470477,1602.2142816397409
78,66.23925848148555,1251.8081121299213
79,119.76377853160078,1972.603697073843
80,69.69347500919616,1243.0669511787407
81,54.84042975033645,1079.4842328448703
82,36.773465751298204,787.5187157874838
83,94.94014868077016,1690.0050545404654
84,133.92254747716697,2187.9301607384386
85,124.57685875689751,2082.8052411654035
86,54.232206474889516,712.8588235600382
87,95.45483325682059,1711.1294289122943
88,32.10506652712246,641.7449505701907
89,84.97607239963956,744.5838851207136
90,118.13944019501037,1943.6233437510755
91,49.67253750171298,747.2052976688476
92,85.5596159904793,1375.8044723412913
93,95.30749541125415,1231.088431819796
94,116.75060075506764,1983.9416618872128
95,103.90529363430552,1874.0236668851207
96,86.30564108530307,1548.7738940987472
97,114.26382222425627,1632.9923080736164
98,56.72447542229474,1075.464852723204
99,114.47726796422779,1829.1700334921086
100,35.63610914594516,1171.7245231855472
101,113.99974946757514,1760.2019159642641
102,94.26052823027365,1469.8117257155693
103,92.66686639378526,1602.6133294582526
104,110.61898430449553,1823.2096624118872
105,136.562331006019,2190.0550674753604
106,116.30118408699643,1845.3303719481132
107,69.01686656389295,1325.811979026067
108,124.780506219275,2026.2560711799736
109,77.03998278043039,1240.6814988903373
110,30.71221120951001,596.5575175389567
111,136.85856820168087,2196.1026951574627
112,82.64428528197419,1720.4181486544624
113,26.430660279015854,607.0143137607145
114,57.41467130630069,1005.9330381967027
115,42.054323291043445,959.6058483813199
116,78.45495248454081,1434.6256712328002
117,66.28565713803648,1275.8618419698953
118,116.89070341134801,2022.3469816610714
119,62.868656292955514,1279.8425424439756
120,105.2584845264533,1690.2225542821736
121,100.14412174225106,1982.3628412102357
122,108.21255630720688,1900.497675493409
123,78.60796954765975,1273.0725990501494
124,59.78300477886502,887.4480726904079
125,134.7139518841783,2037.3306681826682
126,35.14125222227436,870.3380376994473
127,79.10589708857901,1461.545288417572
128,128.28157936919246,2107.450678276325
129,62.93091637877483,1342.309241130394
130,96.07615201107964,1547.8612192065661
131,43.14649008755098,772.8610991442841
132,68.14529702779453,999.5575270191979
133,116.06160877229271,1793.786540800856
134,85.02738850685041,1519.2601735569422
135,43.160118125551264,843.0863720333592
136,51.989822932523296,1280.3184025463001
137,49.65376298612896,1119.6753076080108
138,100.5715271887381,1847.8059376734832
139,73.13345437699861,1143.5619078445945
140,76.86948535062864,1483.466246122744
141,122.69273859213402,1955.5590293935702
142,88.82049254890961,1693.4411870765778
143,124.69814732488749,2181.6202165481473
144,57.25397293937747,907.772261469971
145,107.15716645020439,1963.9691400825068
146,99.18974042035144,1790.3480155353259
147,70.07440645093399,1442.0606655890438
148,112.08883381610467,1594.864753122753
149,77.39879023155088,1239.3304470883095
150,130.4473267310049,1964.5070690876123
151,72.89587225421357,1535.8744646189198
152,67.61621391984957,1206.7408561117834
153,62.6601485551608,1072.7708806794976
154,118.75733114464091,2886.404866697779
155,83.1630722745124,1669.596985563823
156,53.607937271272995,1127.0239475524634
157,46.48550219901883,1081.083094293846
158,71.66295410265273,1212.1919387597704
159,50.358203469196155,962.7367254109448
160,135.36523277415597,2157.497527791471
161,80.93755383564869,1329.8331354436527
162,84.6009988453168,1455.3657141158408
163,27.027050010553584,95.5587120462294
164,29.849040392272734,655.1769672488884
165,133.50368978166696,2303.925824836181
166,138.14644104692638,2311.622062727429
167,98.93249809589679,1732.8192969640747
168,63.24040702336395,1382.6064609535883
169,125.44644435765811,1844.333078592102
170,44.76098649949824,1207.9083230210097
171,64.54241447660792,1187.2974481879019
172,57.56743178031389,1337.79580413143
173,131.41499593577402,2098.876564193022
174,65.05043164060204,1338.2388415535393
175,114.47219947452189,1807.293411463018
176,101.21602640501388,1814.4496886628851
177,54.233915652897245,985.6174130141276
178,55.72240422367655,976.2043255608387
179,123.61366398702243,2042.8115698786687
180,68.15149208672936,923.8931204092805
