apartment_id,area_sqm,quality_score,distance_center_km,building_age_years,rent_eur
1,104.73563658211881,4.318488641841139,16.16087725080768,56.380809997782976,1494.0351914270022
2,105.0883425839807,4.7181150718744345,15.852044709189908,4.020272422978506,1291.44795984103
3,143.4484889600628,2.0250270028186965,19.175043824885577,13.500916948815522,1491.5183586718233
4,36.98351884449698,7.410095258697943,6.727332060441121,43.89479420028459,1131.5441655591217
5,34.61638696636312,5.953234543848243,1.2691800360833323,13.364906059454826,1258.5491298720115
6,132.39957105705176,3.998217158343402,14.989004405220838,45.8601781076117,1705.9347115959063
7,131.89680264673115,7.938249745330281,2.0741913567625416,34.66830366689858,2394.5382068313315
8,95.79849344963029,6.7905333195430275,4.785871904797127,48.80853251660791,1625.5985920792261
9,62.072497991680194,5.146373092270733,12.720829362493472,56.306777295150994,1131.5987258510984
10,135.25231268666195,6.337417550152394,1.8325963137147876,12.147230152318915,2411.3229869569236
11,100.82896415313935,8.316852397326306,3.1685716863212283,37.25101032956608,1935.4038429157283
12,86.35255360092972,4.224102525807783,16.191271445609388,69.23235033910235,1373.2406054568835
13,110.83419776627503,3.2087665868269024,14.086789950112962,47.15215912367621,1432.4816217008645
14,50.00452404009642,4.036770177016712,11.998169937711179,25.28810209385143,1063.3161793169352
15,34.40394775931495,5.725656571325226,11.192385495206054,63.1862459047712,381.3808569031705
16,82.75206634092851,4.809327068306809,14.131178968846232,55.86812644457049,1313.7740584832557
17,107.51694218676778,3.982221839402607,13.150901083407815,61.86955372701722,1682.4462986032138
18,101.8312809324468,4.7098103952233945,19.51359885089047,67.22381047648541,1439.531406359471
19,65.14939650569255,7.346487525965137,1.2391656520988394,0.8821514861699331,1904.7294646613825
20,93.75629985304596,4.427169675210564,10.182795807732617,61.09449941298588,1592.7365953317171
21,36.93847625339308,8.63566602088246,1.0821474172980838,78.16939645084625,1626.695684098341
22,64.29253039145982,7.512414829088844,1.3631743621836225,29.2704157318368,1738.456793337491
23,31.15207649163025,5.571823445365102,13.212335225142212,37.79563828869958,961.463763108921
24,64.8004150601623,5.669247785691438,11.880633765968103,21.705019494175602,1299.88433599888
25,121.56509138177772,6.106009422641953,5.020555242683725,39.95594826530141,2006.3411362049244
26,89.42816104332103,7.436671526890189,1.3027509117645821,34.59297153307539,1997.3401428568043
27,123.59286790872002,3.3607887170549384,6.510643127038854,47.70866562235354,1687.9504061072885
28,42.59579428404453,5.267813571068915,3.8846617623798214,62.085560333818684,1220.0594706053264
29,45.310835637896524,4.677275902291573,15.216448887918464,11.362437971922947,1175.7222033904059
30,147.08997452859109,8.398473275893425,1.0078284204438606,4.619819169001644,2683.2480959423865
31,129.7357716113021,4.115592401364693,19.78733404515183,55.42339166631337,1481.357305219474
32,54.844352013683,5.842224711622376,10.856967807418133,29.513828505704467,961.5365350331091
33,131.8257389718799,6.934382471049254,6.423745014581682,70.64968388664755,1911.4146781078318
34,103.35710303193345,4.804077420583923,19.486911359792206,36.2860414535095,1659.3777185051072
35,64.50246551471747,4.402202042370793,16.903179295147854,3.841789005336169,1251.266325995868
36,57.143222638439845,4.5320133829273,13.797013963784138,30.227798672809065,1051.4318534880822
37,144.22177395281096,3.6156598527240718,9.147301960210044,49.90867555186994,1644.3899525644674
38,44.535436366391224,6.276169390333143,17.623734556253666,12.489564269859494,1115.1367405726423
39,87.62915400959052,6.673293002692743,6.412163360159153,16.63033749108302,1811.8025178003486
40,113.92460070367821,5.442831458820924,6.799874491854296,36.26503937122605,1881.5471463924412
41,144.56659560685054,6.156829319601281,8.149773061211933,0.13054368774230163,2231.0216947474787
42,130.10334674272534,4.371706230166691,9.469934364481723,70.56818273374732,1696.709945774358
43,105.17636784607821,9.05881502806572,0.6955696806380876,62.90056584786196,2209.7835868323104
44,77.22494616049197,5.390267503991681,15.123138363540829,13.524077529022343,1279.4363191404575
45,100.40133415217551,8.135917133384133,2.0563626640849653,57.966383792856526,2210.608231213769
46,87.82347230907803,7.37699349942744,11.416874432033334,21.962099630787986,1500.7575222602648
47,46.544144140132566,4.660050687221756,5.935357514037116,27.6409968919462,1268.4624527538665
48,104.9890152828869,8.885039419732687,0.5228559068160112,7.769757616913591,2102.5965124576396
49,59.13773314808241,8.366220295004279,2.887107811642498,56.32744774885307,1468.5366171712024
50,147.54824033785917,5.246252753070175,11.602878932274761,17.034010539457782,2077.689879681388
51,89.50027689571509,4.493075849560022,8.37834273568631,58.6743969337889,1065.4154184353433
52,55.626889761193006,5.111967359015997,16.204158497734213,23.81481015764499,1306.3524028762915
53,101.4455047554059,6.451498408010666,11.022717358923947,47.92167194641436,1557.5629574375348
54,99.63722930676968,5.5278727326026,8.276093465273922,70.05411527252585,1341.083480858267
55,60.71345899019321,7.33166669942152,14.616963887068378,67.12988199082601,1531.4687036743535
56,92.02336197099085,4.495573478272492,9.559197827995026,57.46986621610472,1444.541868995819
57,132.4913345767263,5.940794202938683,1.8703295192296094,14.074535994909354,2130.02646831967
58,129.94216752997008,7.4431111273146655,17.70320911339499,56.8827076453184,1916.5018419726566
