scenario,observation_id,x,y
linear,1,6.227969715176568,14.220480413245692
linear,2,6.257361881998392,9.343748360082156
linear,3,9.4540407466719,22.137114571819122
linear,4,0.5819599037080814,1.5511189609208706
linear,5,0.3846989138635937,5.138471692491486
linear,6,8.533297588087645,12.191084720621163
linear,7,8.49140022056093,11.172979671691898
linear,8,5.4832077874691905,12.820968826897392
linear,9,2.67270816597335,9.810384863569354
linear,10,8.771026057221828,21.766700156838603
linear,11,5.902413679428279,12.409647559475994
linear,12,4.69604613341081,10.978089173482354
linear,13,6.736183147189585,15.226377269549758
linear,14,1.6670436700080349,5.066747657580199
linear,15,0.3669956466095792,2.3128007580569006
linear,16,4.39600552841071,14.677233084328833
linear,17,6.459745182230648,17.073133180597488
linear,18,5.9859400777039005,14.110441647672554
linear,19,2.9291163754743788,9.171246764624833
linear,20,5.313024987753829,10.965254253731258
linear,21,0.5782063544494231,-0.17023617134011815
linear,22,2.8577108659549855,9.84764774185659
linear,23,0.09600637430252079,-1.8651547860426363
linear,24,2.900034588346858,9.321531335898165
linear,25,7.63042428181481,12.836047130150332
linear,26,4.952346753610085,12.59125662876735
linear,27,7.799405659060001,15.498182897051748
linear,28,1.0496495236703773,4.5426388261460735
linear,29,1.2759029698247104,8.088201506404872
linear,30,9.757497877382589,21.528095347976695
linear,31,8.311314300941842,18.9831713127403
linear,32,2.0703626678069167,2.4651025077606112
linear,33,8.485478247656658,16.4780356204836
linear,34,6.113091919327788,15.75538382096666
linear,35,2.8752054595597887,8.088208683906835
linear,36,2.2619352198699874,1.9362657071102323
linear,37,9.518481162734249,21.171102740515135
linear,38,1.2112863638659355,4.159781508933207
linear,39,4.80242950079921,15.642457235720995
linear,40,6.993716725306518,17.5050509948932
linear,41,9.547216300570879,23.481753488142523
linear,42,8.341945561893779,18.379506157960076
linear,43,6.264697320506517,14.110516284217068
linear,44,3.9354121800409967,12.332373345672213
linear,45,5.866777846014626,14.125584380923764
linear,46,4.818622692423169,6.408799308648161
linear,47,1.3786786783443805,6.093705702463315
linear,48,6.249084606907242,11.29427490809839
linear,49,2.428144429006868,1.0703892319675754
linear,50,9.795686694821597,21.49451312460414
linear,51,4.958356407976257,10.039750309795703
linear,52,2.135574146766084,8.430686927921666
linear,53,5.953792062950493,15.471822223966857
linear,54,5.803102442230807,8.567239586838923
linear,55,2.559454915849434,5.86375765068909
linear,56,5.16861349758257,10.170391699239026
