household_id,income_eur,leisure_spending_eur,commute_minutes,income_thousand_eur
1,1872.5387164077383,159.00827167005872,36.2339711329587,1.8725387164077383
2,4213.036072639171,249.91214501290045,34.234874146636464,4.213036072639171
3,4780.906710355437,487.57667395102874,53.11360216475558,4.7809067103554375
4,5039.90361498321,740.568832399895,29.617080770516267,5.03990361498321
5,4841.6529838106735,715.8283533333974,26.30285643075444,4.841652983810674
6,2708.7110399558023,458.4473996652921,42.54303300545932,2.7087110399558023
7,6269.578162222077,998.4599665325445,40.87736802597096,6.269578162222077
8,3344.3584916687814,370.2681123557547,30.38894311920079,3.3443584916687814
9,4346.262908000475,403.9079982990239,19.917997721927005,4.346262908000475
10,4225.56001258053,250.29988976622258,37.95875316385387,4.22556001258053
11,3024.3655712898367,304.82298785009425,62.35801929663424,3.0243655712898367
12,3474.4935869878454,537.288837606981,45.76974861025106,3.4744935869878453
13,4972.890424166084,561.5559979535976,20.710271244733818,4.972890424166084
14,5169.512229576028,986.023682999195,19.74525173584602,5.1695122295760285
15,3437.3618449287073,631.952512182833,46.83344066768509,3.4373618449287076
16,5620.071728061228,923.6556295457258,31.584345040135563,5.620071728061228
17,4355.576554355579,361.7097677355905,29.326881661198115,4.355576554355579
18,6006.137535168725,909.9308411282857,37.19581599442101,6.006137535168725
19,3598.6203027827673,459.51050727913486,38.522212386767706,3.5986203027827672
20,3491.051514798516,694.8774143384808,34.64900811441603,3.491051514798516
21,4683.4304009293355,830.8912991409707,39.31745439399745,4.6834304009293355
22,3628.822930401385,254.6391162760944,31.73040496224599,3.628822930401385
23,4136.88971773878,795.031233423946,44.42237245219883,4.13688971773878
24,5062.663178407131,813.1892081148544,36.798132313984134,5.062663178407131
25,3992.6631577501025,752.1974401209953,36.16292356987572,3.9926631577501026
26,6311.047891857927,482.3248971378027,33.47735078309716,6.311047891857927
27,3417.950556444125,306.94048122785927,34.286772416627755,3.4179505564441253
28,3053.1324715356454,278.23757227971305,64.97585231049457,3.0531324715356454
29,4166.439620258594,841.8965978653582,27.27682947237124,4.166439620258594
30,4846.383304316379,590.0699898536327,16.344754790370995,4.846383304316379
31,6461.729458541017,682.8114823402926,38.205880296810804,6.461729458541018
32,2987.5120373544223,561.9887926861472,36.90459273734373,2.9875120373544224
33,4967.706208548097,923.8486620936377,28.012956261278166,4.967706208548097
34,5798.707899105907,833.392475129335,34.58492478409087,5.798707899105907
35,4053.6225250229545,705.0349762548412,29.09193724822199,4.053622525022955
36,6061.646812707117,661.4544233381304,37.569631501264325,6.061646812707116
37,5421.662526277797,639.3907840878336,9.872993032537167,5.421662526277797
38,5453.636907706273,702.6514479454861,27.786867169368378,5.453636907706272
39,3254.55272860878,343.0906011193333,61.93770265444458,3.25455272860878
40,1858.07224845563,285.8407716219338,33.963501744000915,1.85807224845563
41,6073.47630667306,11.627540478794117,32.853370393968135,6.073476306673061
42,3139.4854752347255,349.482303416548,56.04098332761566,3.1394854752347254
43,4173.303636980946,779.1230162605616,25.003452458597085,4.173303636980946
44,4028.024775336979,693.4998628393696,58.50954681398889,4.028024775336979
45,2303.8255003934028,441.2461970912671,41.707349730172744,2.303825500393403
46,2672.5989784294206,648.5431114022581,37.95794152071367,2.672598978429421
47,4477.491899169335,368.21180994266933,23.358910473241917,4.477491899169335
48,5255.3751948534655,1027.3622781190734,27.646113179991488,5.255375194853466
49,1200.0,216.90148015468029,69.01334531874954,1.2
50,5788.224065068341,1031.509582280628,33.026359782572634,5.7882240650683405
51,6015.544638223377,757.7571276806636,19.881894415359454,6.015544638223377
52,4937.189510872928,810.4976644428766,29.69024433942537,4.937189510872928
53,4243.324102433992,483.1960281065709,24.550045896021345,4.243324102433992
54,4425.650488444979,738.9971078428649,25.87249495485632,4.425650488444979
55,1200.0,137.71543215335203,40.30704464732105,1.2
