firm_id,training_hours,productivity_index,structural_error
1,16.324330344906105,95.84118269334644,9.927655934552996
2,16.3919323285963,68.26098376234069,-17.80126736057118
3,23.74429371734537,102.19900845382243,-0.038437724337380574
4,3.3385077785285873,54.9588759126195,-2.385841200143395
5,2.8848075018862653,66.33702543853907,9.990448934389288
6,21.626584452601588,116.21955727355304,18.641071477829538
7,21.53022050729014,93.22385014083831,-4.1426349752000124
8,14.611377911179138,83.69152489558876,1.5464934909946526
9,8.147228781738704,68.61440617308013,0.6905028532549882
10,22.173359931610207,97.67185864581084,-1.1095332037316123
11,15.575551462685041,83.8117598670494,-0.45445335085768973
12,12.800906106844865,90.55789649663721,12.395903061578508
13,17.493221238536044,90.48925326503885,2.004166540259541
14,5.8342004410184805,64.74418427142639,1.9089433011857244
15,2.844089987202032,55.30793336142273,-0.9490646104217416
16,12.11081271534463,77.66450430524236,1.0207163314841723
17,16.85741391913049,85.54374678981819,-1.5425638322689035
18,15.767662178718972,89.39888598518539,4.710029192003638
19,8.736967663591072,72.42003658239017,3.198707722489819
20,14.219957471833808,85.6048476618897,4.320941223855322
21,3.329874615233673,39.23100608146234,-18.094718072051744
22,8.572734991696466,74.32610657881044,5.466089597078209
23,2.220814660895798,48.929875051519424,-5.955917202451333
24,8.670079553197773,63.60254342906601,-5.471631587969091
25,19.549975848174064,94.54279492563285,1.532848059649888
26,13.390397533303195,66.47893011437222,-12.979944458894803
27,19.938633015838004,88.57164097990074,-5.293351654942886
28,4.414193904441868,39.68121292405823,-20.030013665713877
29,4.934576830596834,65.53919178431568,4.683122757002648
30,24.442245117979954,111.84239007672902,8.069450817173122
31,21.11602289216624,99.84979646661402,3.3945461038483056
32,6.761834135955908,52.63233952823137,-12.243695570871637
33,21.516599969610315,96.7863564409947,-0.5501634921479964
34,16.06011141445391,83.39768063046706,-1.9345644813315548
35,8.612972556987515,88.71584894352121,19.767309318148673
36,7.20245100570097,60.57634144731544,-5.269050765226693
37,23.89250667428877,96.01922639580197,-6.544288287633331
38,4.785958636891651,62.21500943540971,1.685900434248078
39,13.045587851838183,79.22580657010789,0.5255132960638755
40,18.08554846820499,91.19959857106983,1.4113919410188482
41,23.95859749131302,100.32301510881726,-2.385899372071386
42,21.186474792355693,100.5614061652365,3.951161622053985
43,16.40880383716499,87.25772776015023,1.1583593183872516
44,11.051448014094293,67.94741130324888,-6.365774327758564
45,15.49358904583364,76.72283809873116,-7.363057802102845
46,13.082832192573289,80.30287212684902,1.5206413031877861
47,5.170960960192075,76.56119663763916,15.185082525216583
48,16.372894595886656,82.29772277729734,-3.7226453336533063
49,7.5847321867157955,61.930942840729074,-4.755467970045687
50,24.530079398089672,107.7993738199164,3.833199144119114
51,13.404219738345393,82.44842010123982,2.959136676879954
52,6.911820537561993,68.45963028164452,3.253625099008138
53,15.693721744786133,91.15672040428274,6.6305325657532395
54,15.347135617130855,89.68986809043862,5.926169732750742
55,7.8867463064536985,64.64326924353436,-2.7075726306637793
56,13.887811044439912,97.10876817455963,16.55558387679181
57,21.64417246053921,103.99734823164579,6.38016881845952
58,21.15558210991093,90.77508118349701,-5.7671994583070525
59,17.34505079532907,75.37924551909624,-12.77986623062772
60,14.81671016368697,77.19368597324527,-5.4030763868660765
61,4.131086925061699,63.138051645735395,4.049660410599654
62,3.5985048765307783,61.842880206861324,3.926169478493612
63,8.463243488952228,71.58710137128033,2.9679656955854243
64,3.3198819885808786,66.5166401091144,9.212899734236467
65,22.82020807375849,96.5155600053082,-3.6888977569604746
66,20.173377356460495,87.46854927553821,-6.912880908674882
67,20.436388350277788,82.13850861828965,-12.821545752321503
68,14.987626702228017,78.0103692715632,-4.9624094733384325
69,10.184248684769948,75.14616997126518,2.740822864771287
70,23.113196818766845,97.67168779266932,-3.1773452086177527
71,8.898263229061763,83.36048806165512,13.784308957719231
72,14.790672805050066,89.43812056019121,6.898640389081059
73,24.205397966587004,112.32335929318575,9.071483766694346
74,7.302093734393857,57.331820815939196,-8.732785399727293
75,24.07657118492628,109.67396028093155,6.705503674093729
76,15.894687844329122,83.85935637217798,-1.1089568853460858
77,12.55246072940954,86.91485561357021,9.299442008869223
78,10.24785169629711,82.04901920716917,9.503745475315524
79,20.952755706320154,86.2210559826177,-9.87500657128665
80,10.938695001839232,84.59032329763285,10.525194293586534
81,7.96808595006729,74.53173681604572,7.00194772589768
82,4.35469315025964,68.96998778398107,9.389662853409856
83,15.988029736154031,72.46249190515701,-12.71117351438187
84,23.784509495433394,95.62974910128001,-6.6961717886734515
85,21.9153717513795,91.99878629138404,-6.215031561650859
86,7.846441294977903,79.62378093892667,12.361610089975283
87,16.09096665136412,84.00929827000448,-1.3908283629965843
88,3.4210133054244913,52.558702615124645,-4.967526656809233
89,13.995214479927913,86.82578632224818,6.03631446640677
