store_id,discount_percentage,weekly_units
1,12.455939430353135,190.19190909104037
2,12.514723763996784,138.97304776116545
3,18.9080814933438,147.40013020117954
4,1.1639198074161627,107.53242601756793
5,0.7693978277271873,100.83667446494799
6,17.06659517617529,177.91834128766172
7,16.98280044112186,155.28719508072308
8,10.966415574938381,157.49265435262564
9,5.3454163319467,162.1582740391768
10,17.542052114443656,173.99934437101552
11,11.804827358856558,167.97195441184826
12,9.39209226682162,168.07026184671037
13,13.47236629437917,195.86702660610868
14,3.3340873400160698,142.72383817257816
15,0.7339912932191583,153.563566669277
16,8.79201105682142,164.01126575740992
17,12.919490364461296,135.68634536257707
18,11.971880155407801,125.13500760743906
19,5.8582327509487575,173.07940453202622
20,10.626049975507659,144.1054025483475
21,1.1564127088988463,104.55966425411803
22,5.715421731909971,118.35724154770789
23,0.19201274860504158,109.15746504815098
24,5.800069176693716,119.56774706021875
25,15.26084856362962,177.69582822353462
26,9.90469350722017,105.11853889477037
27,15.598811318120003,169.5154183832061
28,2.0992990473407547,157.32182193750037
29,2.551805939649421,72.02645731716333
30,19.514995754765177,178.4248693757412
31,16.622628601883683,162.41213205520293
32,4.140725335613833,163.64232892680803
33,16.970956495313317,229.16621785415725
34,12.226183838655576,143.73281721846666
35,5.750410919119577,142.08402491671703
36,4.523870439739975,135.72943273564175
37,19.036962325468497,173.64359571474418
38,2.422572727731871,125.84755146176533
39,9.60485900159842,187.5517740722281
40,13.987433450613036,168.22532079015016
41,19.094432601141758,183.24874561963068
42,16.683891123787557,167.08584646379472
43,12.529394641013035,160.77792245892715
44,7.870824360081993,138.79196110440566
45,11.733555692029253,169.91950830109914
46,9.637245384846338,158.9076977873197
47,2.757357356688761,141.77501339461418
48,12.498169213814483,100.94851366628174
49,4.856288858013736,151.6503965649106
50,19.591373389643195,160.16187891126916
51,9.916712815952515,132.65128973545416
52,4.271148293532168,137.6035950670024
53,11.907584125900986,115.1604259436567
54,11.606204884461613,138.2768907316883
55,5.118909831698868,72.76293678974073
56,10.33722699516514,165.6464396011287
57,17.081889096121053,196.46270109202916
58,16.65702792166168,180.579040339511
59,13.34352243072093,121.76901863318894
60,11.1449653597278,151.71563516622092
61,1.8531190652710428,119.51384319165203
62,1.3900042404615465,185.94285434059924
63,5.620211729523676,120.39485154723761
64,1.1477234683311988,102.99226950613944
65,18.10452875978999,179.58202513639523
66,15.802936831704779,169.05103954531393
67,16.031642043719817,172.50552594684336
68,11.293588436720015,146.42482977243694
69,7.116737986756476,153.69759402918814
70,18.359301581536386,178.6977776145693
71,5.998489764401533,118.10242451895908
72,11.122324178304407,130.3574169033418
73,19.309041710075658,182.67912920268878
74,4.610516290777267,181.28493176363364
75,19.197018421675025,165.9577885973585
76,12.082337255938366,141.38617436142232
77,9.17605280818221,159.50690574991887
78,7.172044953301835,150.76343697515534
79,16.48065713593057,179.60954984219214
80,7.772778262468898,164.03874905538555
81,5.189639956580252,154.08820028458683
82,2.0475592610953397,117.6815133124617
83,12.16350411839481,208.22671197015882
84,18.94305173515947,196.76718276316439
85,17.317714566416957,153.93064539204133
86,5.083861995632959,95.31450401618724
87,12.25301447944706,139.87442972938467
