household_id,year,income_thousand_eur,consumption_thousand_eur,oracle_financial_stability,delta_income,delta_consumption,income_thousand_eur_within,consumption_thousand_eur_within
1,1,24.040908160056432,17.673130131026507,-1.790354833532509,,,2.712350993990949,-0.2609716526354653
1,2,18.80461571560977,16.320680025570226,-1.790354833532509,-5.236292444446661,-1.3524501054562812,-2.5239414504557125,-1.6134217580917465
1,3,17.845250051994963,18.23370294789677,-1.790354833532509,-0.9593656636148076,1.9130229223265438,-3.48330711407052,0.2996011642347973
1,4,20.635364784658556,19.680930480304617,-1.790354833532509,2.790114732663593,1.4472275324078474,-0.6931923814069272,1.7468286966426447
1,5,21.91344340091525,16.656822712242594,-1.790354833532509,1.2780786162566926,-3.0241077680620236,0.5848862348497654,-1.277279071419379
1,6,24.731760883157936,19.039344404931114,-1.790354833532509,2.818317482242687,2.3825216926885204,3.4032037170924525,1.1052426212691415
2,1,31.08728371471301,28.373340046103774,0.010027748183977375,,,5.622837393207448,1.658078708749084
2,2,24.62599699754597,28.667582682854892,0.010027748183977375,-6.461286717167042,0.29424263675111817,-0.838449323959594,1.9523213455002022
2,3,23.14391104153111,27.73669624425787,0.010027748183977375,-1.4820859560148598,-0.930886438597021,-2.320535279974454,1.0214349069031812
2,4,25.65097847294553,23.142691259733756,0.010027748183977375,2.50706743141442,-4.5940049845241155,0.18653215143996604,-3.5725700776209344
2,5,24.064508386273584,24.87259252603269,0.010027748183977375,-1.5864700866719446,1.7299012662989348,-1.3999379352319785,-1.8426688113219996
2,6,24.213999316024175,27.498665265145142,0.010027748183977375,0.1494909297505913,2.626072739112452,-1.2504470054813872,0.7834039277904523
3,1,32.206376224688626,30.996045118419413,0.4468513156580284,,,8.465070912539101,1.890334980970188
3,2,27.299778120636216,29.991840917904135,0.4468513156580284,-4.90659810405241,-1.0042042005152787,3.558472808486691,0.8861307804549092
3,3,24.309411665738356,34.09946252961844,0.4468513156580284,-2.9903664548978597,4.107621611714308,0.5681063535888313,4.993752392169217
3,4,21.26210304453354,28.77173096115845,0.4468513156580284,-3.0473086212048166,-5.327731568459992,-2.4792022676159853,-0.3339791762907751
3,5,19.15234756354527,24.386102097324553,0.4468513156580284,-2.1097554809882695,-4.385628863833897,-4.588957748604255,-4.7196080401246725
3,6,18.217815253755152,26.389079200270356,0.4468513156580284,-0.9345323097901179,2.0029771029458026,-5.523490058394373,-2.71663093717887
4,1,40.27603569013576,40.1552569003387,0.6460797038332384,,,-0.6332198232887976,0.9764460555359236
4,2,38.78695642805006,38.438622709043166,0.6460797038332384,-1.4890792620856956,-1.7166341912955332,-2.122299085374493,-0.7401881357596096
4,3,36.27849189236891,33.960044565198466,0.6460797038332384,-2.5084645356811492,-4.4785781438447,-4.630763621055642,-5.21876627960431
4,4,43.48014547987838,40.82934442190681,0.6460797038332384,7.201653587509469,6.869299856708345,2.5708899664538265,1.650533577104035
4,5,43.705123149672886,41.15162130726324,0.6460797038332384,0.22497766979450518,0.3222768853564304,2.7958676362483317,1.9728104624604654
4,6,42.92878044044132,40.53797516506626,0.6460797038332384,-0.7763427092315638,-0.6136461421969841,2.019524927016768,1.3591643202634813
5,1,38.804440283262196,43.42044940339352,0.49357921831590296,,,5.650060790239245,7.721819397825875
5,2,40.729584006356816,37.35492288108547,0.49357921831590296,1.925143723094621,-6.065526522308048,7.5752045133338655,1.6562928755178277
5,3,33.56303934622533,33.966866357337764,0.49357921831590296,-7.1665446601314855,-3.388056523747707,0.40865985320237996,-1.7317636482298795
5,4,30.785760805366685,33.49223065827626,0.49357921831590296,-2.777278540858646,-0.47463569906150127,-2.368618687656266,-2.2063993472913808
5,5,26.68690266194883,31.843801091020897,0.49357921831590296,-4.0988581434178535,-1.6484295672553664,-6.467476831074119,-3.854828914546747
5,6,28.35654985497782,34.11350964229195,0.49357921831590296,1.6696471930289896,2.269708551271055,-4.79782963804513,-1.585120363275692
6,1,37.54358191548647,26.561887556192133,-1.147145353880152,,,4.580026533827613,0.5585075060901623
6,2,33.79009528779343,24.623210394713627,-1.147145353880152,-3.753486627693043,-1.9386771614785054,0.8265399061345704,-1.3801696553883431
6,3,31.04174085345953,25.69554443377126,-1.147145353880152,-2.7483544343338977,1.0723340390576332,-1.9218145281993273,-0.3078356163307099
6,4,29.03710645440129,24.23774601857727,-1.147145353880152,-2.00463439905824,-1.4577984151939916,-3.9264489272575673,-1.7656340315247014
6,5,32.38072565994839,25.857491189890418,-1.147145353880152,3.3436192055470997,1.6197451713131485,-0.5828297217104677,-0.1458888602115529
6,6,33.98808211886405,29.04440070746713,-1.147145353880152,1.6073564589156604,3.186909517576712,1.0245267372051927,3.0410206573651593
7,1,52.026235486245405,54.939048435048036,1.5919832017092899,,,2.425069192551291,4.710846474277204
7,2,54.28354525737445,49.7613880752743,1.5919832017092899,2.2573097711290444,-5.177660359773739,4.6823789636803355,-0.4668138854965349
7,3,50.34362425145005,54.42665531291807,1.5919832017092899,-3.939921005924397,4.665267237643775,0.7424579577559385,4.19845335214724
7,4,49.34871258704359,47.29999469606318,1.5919832017092899,-0.9949116644064588,-7.126660616854892,-0.25245370665052036,-2.928207264707652
7,5,46.94371756009677,46.75591776088481,1.5919832017092899,-2.404995026946821,-0.5440769351783672,-2.6574487335973416,-3.472284199886019
7,6,44.66116261995438,48.18620748443657,1.5919832017092899,-2.28255494014239,1.430289723551759,-4.9400036737397315,-2.04199447633426
8,1,25.38926458218969,27.665500846574197,-0.6581857756393987,,,2.7095355594455484,4.3502747066370695
8,2,18.268757637961215,19.655911557953218,-0.6581857756393987,-7.120506944228474,-8.00958928862098,-4.4109713847829255,-3.65931458198391
8,3,17.31442115790386,22.844142166941303,-0.6581857756393987,-0.954336480057357,3.1882306089880856,-5.3653078648402825,-0.4710839729958245
8,4,24.770849749035673,22.018092855524404,-0.6581857756393987,7.456428591131814,-0.8260493114168987,2.091120726291532,-1.2971332844127232
8,5,25.389447145433532,24.201677979033747,-0.6581857756393987,0.6185973963978597,2.183585123509342,2.7097181226893916,0.886451839096619
8,6,24.945633863940888,23.506031433595908,-0.6581857756393987,-0.44381328149264476,-0.6956465454378389,2.265904841196747,0.19080529365878007
9,1,41.237699768813705,38.02102324538855,0.11250992923113513,,,2.897653904017986,1.7072530767530694
9,2,40.858073924645005,37.46016262524924,0.11250992923113513,-0.37962584416870016,-0.5608606201393087,2.5180280598492857,1.1463924566137607
9,3,40.24104839173744,38.47343962819951,0.11250992923113513,-0.6170255329075616,1.013277002950268,1.9010025269417241,2.1596694595640287
9,4,41.52053148073337,39.09522149354144,0.11250992923113513,1.2794830889959243,0.62178186534193,3.1804856159376484,2.7814513249059587
9,5,34.28264425191267,35.1819197962076,0.11250992923113513,-7.237887228820696,-3.9133016973338357,-4.057401612883048,-1.131850372427877
9,6,31.900277370932137,29.650854223226546,0.11250992923113513,-2.382366880980534,-5.531065572981056,-6.439768493863582,-6.662915945408933
10,1,30.520471075782876,28.42558351556049,0.019661548138869573,,,7.582768766692109,1.598580967894467
10,2,22.508465609497325,27.35955814026874,0.019661548138869573,-8.01200546628555,-1.0660253752917512,-0.42923669959344224,0.5325555926027157
10,3,25.736245936366572,28.813010091457404,0.019661548138869573,3.2277803268692473,1.453451951188665,2.798543627275805,1.9860075437913807
10,4,20.83876770801792,24.395257055949603,0.019661548138869573,-4.897478228348653,-4.4177530355078005,-2.0989346010728482,-2.43174549171642
10,5,20.064941915485296,31.550013884291275,0.019661548138869573,-0.7738257925326231,7.154756828341672,-2.8727603936054713,4.723011336625252
10,6,17.95732160939462,20.41859259846862,0.019661548138869573,-2.107620306090677,-11.131421285822654,-4.980380699696148,-6.408409949197402
11,1,29.512078749752316,25.71484834807898,-0.9043341759308947,,,0.25136906084859945,0.6408450175807374
11,2,28.55771900092376,26.094646129170027,-0.9043341759308947,-0.9543597488285549,0.379797781091046,-0.7029906879799555,1.0206427986717834
11,3,29.02106272827866,22.503801384403264,-0.9043341759308947,0.4633437273548999,-3.5908447447667626,-0.23964696062505553,-2.570201946094979
11,4,26.075839607437523,23.694073373503457,-0.9043341759308947,-2.9452231208411384,1.190271989100193,-3.184870081466194,-1.3799299569947863
11,5,32.14987261752415,25.372260690740028,-0.9043341759308947,6.07403301008663,1.6781873172365707,2.8891629286204363,0.2982573602417844
11,6,30.24768542950588,27.064390057093718,-0.9043341759308947,-1.9021871880182744,1.69212936635369,0.986975740602162,1.9903867265954744
12,1,33.504553300290866,31.798772411516005,-0.5580818561631959,,,-4.778106833384086,-0.6642199271921356
12,2,35.87502119339116,29.719263698719804,-0.5580818561631959,2.3704678931002974,-2.0795087127962013,-2.407638940283789,-2.743728639988337
12,3,42.49725474410789,37.100506872571074,-0.5580818561631959,6.622233550716729,7.381243173851271,4.21459461043294,4.637514533862934
12,4,40.19037496078507,28.531365859169668,-0.5580818561631959,-2.3068797833228203,-8.569141013401406,1.9077148271101194,-3.9316264795384726
12,5,38.02914440603864,33.54570001678208,-0.5580818561631959,-2.1612305547464317,5.01433415761241,-0.25351572763631225,1.0827076780739375
12,6,39.59961219743609,34.08234517349021,-0.5580818561631959,1.5704677913974479,0.5366451567081327,1.3169520637611356,1.6193528347820703
13,1,41.14099596614109,37.064922716493435,0.5945310955123723,,,-0.8704640518745137,-1.9898751789638283
13,2,36.01237766521249,34.71917852418744,0.5945310955123723,-5.128618300928601,-2.345744192305993,-5.999082352803114,-4.335619371269821
13,3,37.108706811121,36.0463751110028,0.5945310955123723,1.0963291459085127,1.3271965868153615,-4.902753206894602,-3.00842278445446
13,4,42.62243039420869,43.133103859992474,0.5945310955123723,5.513723583087689,7.086728748989671,0.6109703761930874,4.078305964535211
13,5,46.25102390088643,39.44847529319598,0.5945310955123723,3.6285935066777384,-3.6846285667964906,4.239563882870826,0.39367739773872046
13,6,48.93322537052392,43.916731867871434,0.5945310955123723,2.6822014696374907,4.468256574675451,6.9217653525083165,4.861933972414171
14,1,47.50923941040001,40.53130937268455,0.7457786381354065,,,-5.990120069246203,-6.225088392154504
14,2,51.71931712783463,49.38621386458944,0.7457786381354065,4.210077717434615,8.854904491904897,-1.7800423518115878,2.6298160997503928
14,3,55.47518226919857,44.247312484302974,0.7457786381354065,3.755865141363941,-5.13890138028647,1.9758227895523532,-2.509085280536077
14,4,52.79671355372919,45.076284487295474,0.7457786381354065,-2.6784687154693785,0.8289720029925007,-0.7026459259170252,-1.680113277543576
14,5,57.74135758971931,49.8521471083849,0.7457786381354065,4.944644035990116,4.7758626210894235,4.241998110073091,3.0957493435458474
14,6,55.754346926995616,51.445119271776946,0.7457786381354065,-1.9870106627236908,1.592972163392048,2.2549874473494,4.688721506937895
15,1,37.20882200145913,34.06264581966619,-0.586644734670225,,,1.2984552005554448,4.5057958317978155
15,2,35.60331924677025,29.686787446246957,-0.586644734670225,-1.6055027546888851,-4.375858373419231,-0.3070475541334403,0.12993745837858484
15,3,35.818079467364704,28.901147180315604,-0.586644734670225,0.21476022059445654,-0.7856402659313524,-0.09228733353898377,-0.6557028075527676
15,4,35.67412703438474,18.685123285354837,-0.586644734670225,-0.1439524329799653,-10.216023894960767,-0.23623976651894907,-10.871726702513534
15,5,34.22804536938648,33.2361238039543,-0.586644734670225,-1.4460816649982604,14.551000518599462,-1.6823214315172095,3.679273816085928
15,6,36.929807686056826,32.76927239167233,-0.586644734670225,2.7017623166703473,-0.4668514122819687,1.0194408851531378,3.2124224038039593
16,1,43.21428909856533,49.063087903391896,1.0923628677394062,,,0.9042734039694906,4.948058572086609
16,2,43.12841929064416,48.151575415027374,1.0923628677394062,-0.0858698079211706,-0.9115124883645223,0.81840359604832,4.036546083722087
16,3,43.23026716392572,46.201134925160694,1.0923628677394062,0.10184787328155664,-1.9504404898666792,0.9202514693298767,2.0861055938554074
16,4,41.991199826474464,45.21720087848567,1.0923628677394062,-1.239067337451253,-0.9839340466750244,-0.3188158681213764,1.102171547180383
16,5,40.57167026274145,39.88385386716601,1.0923628677394062,-1.4195295637330148,-5.33334701131966,-1.7383454318543912,-4.231175464139277
16,6,41.72424852522392,36.173322998600064,1.0923628677394062,1.1525782624824714,-3.7105308685659466,-0.5857671693719197,-7.941706332705223
17,1,32.512095371014915,33.505483366468084,0.11967427258121463,,,0.8642090786373693,3.142455039950139
17,2,35.24424458177291,32.76627137268989,0.11967427258121463,2.7321492107579957,-0.7392119937781914,3.596358289395365,2.403243046171948
17,3,32.51869950368439,27.555161919462726,0.11967427258121463,-2.7255450780885226,-5.2111094532271665,0.8708132113068423,-2.8078664070552186
17,4,29.120423482403964,32.00091855469547,0.11967427258121463,-3.3982760212804237,4.4457566352327405,-2.5274628099735814,1.6378902281775218
17,5,29.537897439026622,30.435830820542993,0.11967427258121463,0.41747395662265774,-1.565087734152474,-2.1099888533509237,0.07280249402504779
17,6,30.95395737636247,25.91450392524849,0.11967427258121463,1.4160599373358487,-4.521326895294504,-0.693928916015075,-4.448524401269456
18,1,43.696072271590005,49.14597641194216,1.3893365655144034,,,9.294306345294288,10.54198621385882
18,2,39.47781611707329,43.14562155251369,1.3893365655144034,-4.218256154516716,-6.0003548594284695,5.076050190777572,4.541631354430351
18,3,33.07444159821437,38.908083466844246,1.3893365655144034,-6.403374518858918,-4.237538085669442,-1.327324328081346,0.3040932687609086
18,4,31.0756284263165,34.40963001785873,1.3893365655144034,-1.998813171897872,-4.498453448985515,-3.326137499979218,-4.194360180224606
18,5,29.647854331334855,33.644820215970434,1.3893365655144034,-1.4277740949816433,-0.7648098018882976,-4.7539115949608615,-4.959169982112904
18,6,29.438782813245258,32.36980952337076,1.3893365655144034,-0.20907151808959767,-1.2750106925996718,-4.962983113050459,-6.234180674712576
19,1,32.02316070820841,28.961541492493723,-0.46259976709017914,,,7.418927648194881,5.208005150357277
19,2,21.917845201703123,21.834024989693898,-0.46259976709017914,-10.105315506505285,-7.127516502799825,-2.686387858310404,-1.919511352442548
19,3,20.221782243094776,24.208641572256923,-0.46259976709017914,-1.6960629586083478,2.374616582563025,-4.382450816918752,0.455105230120477
19,4,21.32623783617267,18.852816195005722,-0.46259976709017914,1.104455593077894,-5.3558253772512,-3.2779952238408576,-4.900720147130723
19,5,26.220831971029348,23.67384315541267,-0.46259976709017914,4.894594134856678,4.821026960406947,1.6165989110158208,-0.07969318672377668
19,6,25.91554039987283,24.990350647955736,-0.46259976709017914,-0.3052915711565163,1.3165074925430673,1.3113073398593045,1.2368143058192906
20,1,24.611119953689197,24.948941911506548,-0.545344988616526,,,-2.292629989737197,0.39070390336145167
20,2,26.80734373746367,27.24891885824968,-0.545344988616526,2.196223783774471,2.299976946743133,-0.09640620596272598,2.6906808501045845
20,3,26.26715411036152,20.495445608446193,-0.545344988616526,-0.5401896271021478,-6.753473249803488,-0.6365958330648738,-4.062792399698903
20,4,26.17132119727927,23.112523570354792,-0.545344988616526,-0.09583291308225128,2.617077961908599,-0.732428746147125,-1.4457144377903042
20,5,27.165097155854248,26.635502973070302,-0.545344988616526,0.9937759585749788,3.52297940271551,0.26134721242785375,2.077264964925206
20,6,30.40046350591047,24.908095127243055,-0.545344988616526,3.2353663500562213,-1.7274078458272477,3.496713562484075,0.34985711909795825
21,1,38.14455402261706,38.57212429215025,0.3718695391764119,,,-0.19962208512740176,-0.2186180039515193
21,2,38.054409784867595,38.2201896726333,0.3718695391764119,-0.09014423774946323,-0.35193461951694616,-0.289766322876865,-0.5705526234684655
21,3,39.44163392219711,42.950868995169316,0.3718695391764119,1.3872241373295182,4.730679322536012,1.0974578144526532,4.160126699067547
21,4,40.92067737868717,40.32508597883804,0.3718695391764119,1.4790434564900536,-2.625783016331276,2.576501270942707,1.5343436827362709
21,5,37.117105829090626,35.48057307543043,0.3718695391764119,-3.8035715495965405,-4.844512903407612,-1.2270702786538337,-3.310169220671341
21,6,36.38667570900719,37.195611762389284,0.3718695391764119,-0.7304301200834331,1.7150386869588559,-1.9575003987372668,-1.595130533712485
