day,temperature_c,energy_kwh,temperature_squared
1,19.91187886070627,73.39715536687855,396.48291976344126
2,20.029447527993568,93.94006999972652,401.17876827664765
3,32.8161629866876,292.29288546042994,1076.9005531688454
4,-2.6721603851676745,582.1391970117658,7.140441124059454
5,-3.4612043445456253,582.7291481871772,11.979935514701511
6,29.133190352350585,233.87248174127672,848.7427801062933
7,28.96560088224372,237.35699568220136,839.0060344694382
8,16.932831149876762,76.78536516267485,286.7207707502368
9,5.690832663893399,239.20828384646143,32.385576408436044
10,30.084104228887316,219.56655029577763,905.0533272545557
11,18.609654717713116,61.18820557305169,346.31924871250203
12,13.784184533643241,115.3076857356422,190.00374325752955
13,21.94473258875834,102.50426470522551,481.57128839211236
14,1.6681746800321395,389.50260265237455,2.7828067631003313
15,-3.5320174135616833,624.0223145909611,12.475147009702964
16,12.584022113642837,80.69112651216913,158.35761255665193
17,20.838980728922593,98.31315228208604,434.2631178204072
18,18.943760310815602,69.98716710345651,358.8660547136324
19,6.716465501897515,254.9602081947901,45.11090883817944
20,16.252099951015317,59.14932680269726,264.1307528177921
21,-2.6871745822023074,577.5680647216794,7.2209072352341455
22,6.430843463819942,195.9010996595652,41.35574765615567
23,-4.615974502789917,670.9828859864275,21.30722061040662
24,6.6001383533874325,218.95779007183276,43.561826283855765
25,25.52169712725924,125.84611772199838,651.3570242555526
26,14.80938701444034,84.78342481352996,219.31794374347416
27,26.197622636240006,138.6773346831071,686.3154317908347
28,-0.8014019053184906,487.2099236580509,0.6422450138481071
29,0.10361187929884164,422.05519398413344,0.010735421531837729
30,34.029991509530355,368.4563952722235,1158.040322138708
31,28.24525720376737,212.82638995798533,797.7945545069725
32,3.281450671227666,331.5353411818273,10.767918507700498
33,28.941912990626637,156.5260569629525,837.6343275570028
34,19.452367677311152,77.73455567809904,378.3946082532997
35,6.500821838239155,223.465369664003,42.260684572527104
36,4.0477408794799485,321.7891718300615,16.384206227413106
37,33.073924650936995,350.2095324961817,1093.884491815858
38,-0.15485454453625813,436.8390372549458,0.023979929963531953
39,14.20971800319684,129.1123866004379,201.9160857303764
40,22.974866901226072,98.82398117595827,527.8445091290533
41,33.188865202283516,345.3987977333817,1101.5007734153457
42,28.367782247575114,203.97471333298995,804.7310696458378
43,20.05878928202607,46.55928508322668,402.35502746072393
44,10.741648720163987,139.30998096618328,115.38301722740061
45,18.467111384058505,88.310887884389,341.0342028712232
46,14.274490769692676,111.68773052746127,203.7610867340414
47,0.5147147133775221,446.2037321801237,0.2649312361673047
48,19.996338427628967,83.20698701588387,399.8535505122709
49,4.712577716027471,254.78478349758058,22.208388729598692
50,34.18274677928639,382.56453161411554,1168.460177376814
51,14.83342563190503,81.10764418010987,220.03051597725712
52,3.5422965870643353,328.5900659139669,12.547865110727638
53,18.81516825180197,89.851971654827,354.0105563436168
54,18.212409768923226,102.27292528427552,331.6918695911702
55,5.237819663397736,251.93451376408038,27.43475482627597
56,15.674453990330282,89.05786656472189,245.6885078949809
57,29.163778192242106,227.92253252696153,850.5259584462962
58,28.314055843323356,216.51033801472457,801.6857582988334
59,21.68704486144186,97.07004329589337,470.3279148221917
60,17.2899307194556,92.76780217952,298.9417042835745
61,-1.2937618694579145,518.7567849949598,1.6738197748632377
62,-2.219991519076907,588.3522052260666,4.928362344773394
63,6.240423459047353,250.27480808896522,38.94288494822853
64,-2.7045530633376025,587.7358408904047,7.31460727240881
65,31.209057519579982,258.8787584539299,974.0052712604519
66,26.605873663409557,162.84329995111113,707.8725133933103
67,27.063284087439634,171.89939796656046,732.4213455974633
68,17.58717687344003,92.22437731458221,309.3087903776638
69,9.233475973512952,162.75068615899198,85.25707855344096
