invitation,invalid_instrument,training_hours,income_thousand_eur,oracle_motivation
1,0,4.572618002503037,18.222668352953008,-1.507117683455239
1,1,7.744954959209766,38.64662602756176,0.9550070764430754
1,1,10.390568682317268,49.388194257672716,2.0396774064211245
1,0,5.365631613108518,26.4842126979475,-0.44336654973508316
0,1,5.883104695037909,30.51656028109918,0.49998677184079376
1,0,10.175044107021487,33.612281085462975,-0.5595929082761748
0,0,3.226028740998537,19.60321105757342,-1.179458019690363
1,0,8.116873823958471,33.818874498765936,0.28745394013224246
0,1,2.705432371245635,18.60813012055482,-1.1466547616452096
1,0,5.955541599339886,31.543450054158296,-0.11323147027046834
1,1,10.273524940211107,39.41315896202234,-0.02467038707010525
0,0,2.63926617296291,15.338171566213116,-1.1334575675104939
0,1,4.644733827925259,25.38900586353642,-0.015375444315067077
0,0,5.603168860289483,28.44451470525732,-0.5205883667221799
0,1,6.495283170631428,33.99615575710809,0.583363817884765
1,0,5.520686964344885,25.499676459661746,-0.6059237016207707
0,0,5.8620602434771385,31.177781699261008,0.20405960819518992
0,0,5.604537232078695,30.731114133623024,-0.2698479910847239
1,1,10.86518548028667,38.00224806956617,-0.1072404256940426
0,1,11.000540824542853,50.6749450547255,2.047368485712046
1,1,10.818241695803483,44.08410830399342,0.6056297315774682
0,1,6.849964352409853,37.667605643634055,0.8596535899448707
1,1,10.81508007823159,41.09716127910617,0.14133518029424608
0,1,4.847824852596174,31.24028785128901,0.471897827247229
0,0,7.224890173335391,37.516530711503066,-0.3439190282830841
1,1,8.820171546473723,42.37622176185184,1.5583109042892376
1,0,7.648357711848342,29.270892805858434,-0.2877963032731523
1,0,4.348568955592444,25.426893379479584,-1.0594234076076854
0,0,4.295377237520878,23.599474541415407,-0.8357783968478043
0,1,8.412256726730165,41.45655689997918,1.5699931871181834
1,0,3.0106117769118677,21.58290593574292,-1.411961119908129
1,0,9.664311204072503,33.48444970637742,-0.4851901352614341
0,0,6.005191154949068,23.992677680500694,-0.6275872622219296
0,0,10.030398228530228,39.22023243309798,0.44193867163128925
0,0,5.501756521305772,20.410842219204703,-1.3492124811570467
0,0,4.302212196604819,22.59565931500378,-1.23975412356673
0,1,9.036783240318348,46.60554795392556,2.7526328959747834
0,0,7.800941796895021,39.87373413738089,0.9073842248493701
1,0,8.47634554972378,26.420003603086606,-1.647974437535355
1,0,4.549571430967907,25.32544647877867,-0.34358782078170325
0,0,7.873547802394016,32.650648758142815,-0.9932957197053106
0,1,6.329168988468442,31.79761819959845,-0.0024690541312082843
0,1,6.935211969223818,39.09601041806169,1.7052744762016545
0,0,4.796436477586691,23.11914665716582,-1.2684803680522987
1,1,13.411036475029388,55.22520415951168,2.5266099538340936
0,0,6.828964412836828,28.055559955685663,0.030985361862437773
0,1,3.036544483224356,19.88262104748343,-0.44722882889752663
0,0,1.3391117120559106,19.174743532723703,-1.441950335939488
0,1,6.648726664067131,31.764436813777788,-0.0941549078353728
1,1,9.526494468997663,39.304699622414134,0.38684410454385026
1,1,7.073277026864049,28.96212548468416,0.459476415151304
0,0,5.630559901746322,25.462754645125862,-0.6836899569572019
0,0,6.69172532166387,40.22040453608144,0.610222032319967
0,0,6.585160463960494,35.23779476483952,0.548026692815605
1,1,10.212102924798952,42.71204966595032,0.483004384290563
1,0,3.068606630644633,23.323713528346776,-0.9832326220210632
1,0,7.741102396261981,27.805903723850804,-1.238825294162834
0,1,3.967947450811899,29.947862585664296,0.827099553257266
0,1,7.4216658314433,39.144600193496984,1.753768154694924
1,1,6.23202283689621,27.293922298269134,-0.07342599725562954
0,0,4.227301981667642,26.116232218397734,-0.6135123090609672
1,0,10.374920665166586,45.69891728010075,0.6666920653540142
1,0,10.435142303828393,37.75679468753866,-0.16645019682919535
1,0,9.047426517722432,33.335499093371354,-0.7217204980460781
0,0,2.2230804293049005,16.066848388254684,-1.9561276233428637
0,1,1.6538882662215943,23.8823591528113,0.49884127127406364
1,1,4.088369660757068,20.88849861964681,-1.4045450910023505
0,0,5.884314124167752,30.494865454616153,-0.28564181518928167
1,0,6.7082217011241285,35.99048707125156,0.5162602474317509
0,0,6.209819835312152,35.02974544621507,0.6470300160664795
1,1,3.876337676921215,22.90081467599321,-0.8766765774903678
