firm_id,employees,revenue_eur,profit_eur,log_employees,log_revenue,log_profit_if_positive
1,9,179078.74690923127,-245182.77506195553,2.1972245773362196,12.095580914950652,
2,55,546727.0530230505,-25512.368254006316,4.007333185232471,13.211704967878743,
3,85,1150776.2275348536,503910.7532309635,4.442651256490317,13.955947253107663,13.130154454450844
4,104,2230290.5846131193,71953.22814884374,4.6443908991413725,14.61764244194848,11.18377157786698
5,89,1950196.030399607,-43252.30382878956,4.48863636973214,14.483440453897343,
6,17,477198.5230847523,4591.003099124195,2.833213344056216,13.075687874240405,8.431853819292382
7,268,6356073.008763605,742435.7868855046,5.5909869805108565,15.66492129316239,13.517691663610096
8,28,506548.4726109484,-204574.41756018123,3.332204510175204,13.135375299199316,
9,61,809866.7881201046,-318850.6701059303,4.110873864173311,13.604625054012757,
10,56,553652.1982029047,60886.8634302546,4.02535169073515,13.224291967502017,11.016772723209062
11,22,388777.720816402,481024.99426256865,3.091042453358316,12.870763047499624,13.083674510861705
12,31,771735.7218386838,176861.72215817054,3.4339872044851463,13.556397441174386,12.083123475491401
13,99,1465669.051688127,-190851.39016634936,4.59511985013459,14.197822386754005,
14,115,4037576.9236719147,-12641.052412553632,4.74493212836325,15.211155298634198,
15,30,934526.4472924502,208634.32789829577,3.4011973816621555,13.747795206485796,12.248338371280592
16,163,4196505.845745576,313634.2232115332,5.093750200806762,15.24976279550907,12.655982691642947
17,62,745949.8825400153,-108534.05013587588,4.127134385045092,13.522413695347366,
18,219,4721855.970845656,517426.1657473839,5.389071729816501,15.367712494435525,13.15662211905835
19,34,680123.8050298785,18426.933381413204,3.5263605246161616,13.430030126800656,9.821568644057972
20,32,1117672.4138097572,-49973.38714674095,3.4657359027997265,13.926758878857484,
21,79,2370303.608059567,265759.68888643006,4.3694478524670215,14.678528609573096,12.490347754190319
22,35,439583.20628780726,-149681.26308139402,3.5553480614894135,12.993582298524844,
23,52,1774851.4420088087,284202.69598660164,3.9512437185814275,14.389227282746136,12.557442980830269
24,106,2645199.500308414,266530.2517674122,4.663439094112067,14.788257045877597,12.493243031220405
25,47,1539107.2004411535,65235.40811613493,3.8501476017100584,14.24671306630234,11.085757669771871
26,277,2065726.3764271569,278170.53490576067,5.6240175061873385,14.540992478664643,12.535989639511296
27,30,457745.0126655679,-111877.1690991759,3.4011973816621555,13.034067567153684,
28,23,377547.1849749412,542677.13095745,3.1354942159291497,12.841450833171306,13.20426981978172
29,53,1985256.398818596,-87718.23927508673,3.970291913552122,14.501258631932515,
30,90,1488769.0175001977,-301388.9037796522,4.499809670330265,14.213460173709569,
31,311,3410842.109145838,495205.8308276036,5.739792912179234,15.04246977160056,13.112728774975455
32,21,666669.4611122073,-81778.6625985404,3.044522437723423,13.410049641515636,
33,99,3268822.668432149,100809.27314808239,4.59511985013459,14.999940437808572,11.520985625904768
34,187,3683709.516456712,364203.0827444119,5.231108616854587,15.119430823209612,12.805466910667093
35,49,1413823.1663315545,-98004.22811076198,3.8918202981106265,14.161808058446644,
36,229,2790034.5562056378,396371.5588990845,5.43372200355424,14.841564539457634,12.890107330375237
37,140,2073822.8711215332,-348685.2535490552,4.941642422609304,14.544904259650734,
38,143,2408114.4391901526,85118.7665170972,4.962844630259907,14.69435460886222,11.351802813364943
39,26,458798.8412061938,499915.69009316276,3.258096538021482,13.036367138528396,13.122194743372734
40,9,237866.56155420092,-294148.7301900413,2.1972245773362196,12.379465129683153,
41,231,666209.2964280127,141725.87288625404,5.442417710521793,13.40935915905446,11.861649998187502
42,24,448130.89965570054,353384.344025261,3.1780538303479458,13.012840655450367,12.775311536882626
43,53,1725154.1003660136,-156891.05786048502,3.970291913552122,14.36082693800311,
44,48,1363582.337209475,564442.9977638747,3.871201010907891,14.125625866103526,13.243594679198404
45,13,406825.16808394477,-60736.68182632718,2.5649493574615367,12.916138809689043,
46,17,732838.3176972704,-85414.11495105333,2.833213344056216,13.504680380409061,
47,68,792452.6811943826,-228445.94823675873,4.219507705176107,13.582888074678891,
48,123,4578142.560153533,213545.0145932946,4.812184355372417,15.336803919279248,12.271602930613328
49,4,123269.17981088819,427113.96346743347,1.3862943611198906,11.72212569692473,12.964806149967417
50,185,5672303.418927136,466910.51376535784,5.220355825078324,15.551105839932438,13.053892898943573
51,221,3390526.176804845,31696.952543717547,5.3981627015177525,15.036495681708834,10.363975820976592
52,96,2499403.572647489,81949.09413881387,4.564348191467836,14.731562690434851,11.313853530283108
53,56,922456.5296523194,-216223.39844764877,4.02535169073515,13.734795531458419,
54,65,1755256.6167389986,-109224.71517238996,4.174387269895637,14.37812562455705,
55,3,81730.58388560184,-228209.66259798396,1.0986122886681098,11.311183554563964,
56,37,590457.3312795393,-687185.5053506411,3.6109179126442243,13.288652653379712,
57,34,838631.1516446795,63196.41268594609,3.5263605246161616,13.63952626023215,11.054002817225644
58,19,184581.98968356178,312029.47006206436,2.9444389791664403,12.12584903228017,12.650852917658126
59,29,759581.2388720372,-230379.09829685697,3.367295829986474,13.54052255892125,
60,13,178459.83097403002,66518.50104823115,2.5649493574615367,12.09211881831725,11.105235399201968
61,93,2001376.9703763048,-14588.22111219188,4.532599493153256,14.509345986815172,
62,90,2292316.0653545605,201804.67261387667,4.499809670330265,14.645073246678878,12.215055541310868
63,40,718201.4228965145,400192.36930247117,3.6888794541139363,13.484505341970312,12.899700633739771
64,66,868413.9927047607,402880.5538241246,4.189654742026425,13.674423830058624,12.906395404499914
65,23,276542.531686565,-183838.65573287706,3.1354942159291497,12.53011990976642,
66,118,1280258.2807350745,258658.53006311,4.770684624465665,14.062572397364862,12.463264054060913
67,19,586141.044775607,42278.580838751535,2.9444389791664403,13.281315730341136,10.652035873639173
68,30,687220.1993132331,-212351.6660710132,3.4011973816621555,13.440410042865764,
69,158,2581867.673258347,114285.73418702622,5.062595033026967,14.76402359936912,11.646457031731215
70,38,951041.7586796471,-123410.8201563723,3.6375861597263857,13.76531325084704,
71,108,891007.8158849234,-135846.65982869003,4.68213122712422,13.700108478451423,
72,8,255175.9396295996,-367716.1292714888,2.0794415416798357,12.449708545559814,
73,29,481199.7847418537,128197.62338249068,3.367295829986474,13.084037815746429,11.761328284938763
74,263,6737719.486266282,397476.335101426,5.572154032177765,15.7232320704801,12.89289067696825
75,206,1815455.7048578947,26914.037118874083,5.327876168789581,14.41184707122321,10.200403255466549
76,143,2515248.5849523847,278395.08240672766,4.962844630259907,14.737882197566876,12.536796543517458
77,25,241752.56028439268,38369.06047570925,3.2188758248682006,12.395670003887766,10.555006697033193
78,69,1309223.880686641,222067.6022752691,4.23410650459726,14.084945062113931,12.310737129252674
79,42,659461.9744168568,-50822.04313992225,3.7376696182833684,13.39917959127684,
80,26,370546.31146128953,187053.74962711788,3.258096538021482,12.822733713103244,12.13915128569736
81,21,402619.72380684933,-184876.22633068328,3.044522437723423,12.905747782062939,
82,110,1224873.466030451,24122.184699291334,4.700480365792417,14.018348103589505,10.0908872229952
83,21,472457.22621072904,44414.13611492187,3.044522437723423,13.065702495280021,10.701313078714561
84,53,573007.499250268,-398840.7219690668,3.970291913552122,13.258654083308036,
85,143,1936034.6983544263,403536.67646158545,4.962844630259907,14.476152469361782,12.908022658376943
86,217,4075862.2351755463,67873.55430011661,5.37989735354046,15.220592873728908,11.125401757563605
87,40,830685.0758319242,-109256.65652952885,3.6888794541139363,13.630006031892242,
88,24,143819.7723469391,233009.12623351216,3.1780538303479458,11.87631621375257,12.358832900164948
