timestamp,value,injected_anomaly
2026-01-01T00:00:00Z,100.92048105,False
2026-01-01T00:01:00Z,101.13345861,False
2026-01-01T00:02:00Z,99.65756476,False
2026-01-01T00:03:00Z,100.02560268,False
2026-01-01T00:04:00Z,99.36415108,False
2026-01-01T00:05:00Z,99.92640425,False
2026-01-01T00:06:00Z,100.30015779,False
2026-01-01T00:07:00Z,100.92001692,False
2026-01-01T00:08:00Z,99.48079441,False
2026-01-01T00:09:00Z,99.85120512,False
2026-01-01T00:10:00Z,100.83018568,False
2026-01-01T00:11:00Z,99.85891087,False
2026-01-01T00:12:00Z,99.40573460,False
2026-01-01T00:13:00Z,99.93932076,False
2026-01-01T00:14:00Z,99.25672194,False
2026-01-01T00:15:00Z,100.61972817,False
2026-01-01T00:16:00Z,99.98695604,False
2026-01-01T00:17:00Z,101.43053965,False
2026-01-01T00:18:00Z,99.80903244,False
2026-01-01T00:19:00Z,100.55126176,False
2026-01-01T00:20:00Z,99.46209637,False
2026-01-01T00:21:00Z,99.12050260,False
2026-01-01T00:22:00Z,100.84323892,False
2026-01-01T00:23:00Z,100.73216502,False
2026-01-01T00:24:00Z,100.12874868,False
2026-01-01T00:25:00Z,99.86107442,False
2026-01-01T00:26:00Z,98.82599413,False
2026-01-01T00:27:00Z,99.74990638,False
2026-01-01T00:28:00Z,100.36879296,False
2026-01-01T00:29:00Z,99.51704600,False
2026-01-01T00:30:00Z,100.32627716,False
2026-01-01T00:31:00Z,99.88410599,False
2026-01-01T00:32:00Z,98.92897956,False
2026-01-01T00:33:00Z,100.33556945,False
2026-01-01T00:34:00Z,101.05235714,False
2026-01-01T00:35:00Z,100.15609840,False
2026-01-01T00:36:00Z,99.59691964,False
2026-01-01T00:37:00Z,99.54946383,False
2026-01-01T00:38:00Z,99.76000566,False
2026-01-01T00:39:00Z,98.95829736,False
2026-01-01T00:40:00Z,98.84557860,False
2026-01-01T00:41:00Z,100.52608991,False
2026-01-01T00:42:00Z,101.14572618,False
2026-01-01T00:43:00Z,100.44578557,False
2026-01-01T00:44:00Z,98.96773506,False
2026-01-01T00:45:00Z,98.93619720,False
2026-01-01T00:46:00Z,100.32234884,False
2026-01-01T00:47:00Z,101.07595501,False
2026-01-01T00:48:00Z,101.54731703,False
2026-01-01T00:49:00Z,99.27998890,False
2026-01-01T00:50:00Z,99.28849156,False
2026-01-01T00:51:00Z,101.43005023,False
2026-01-01T00:52:00Z,100.39490052,False
2026-01-01T00:53:00Z,101.09252512,False
2026-01-01T00:54:00Z,101.35580115,False
2026-01-01T00:55:00Z,99.92483653,False
2026-01-01T00:56:00Z,102.10446982,False
2026-01-01T00:57:00Z,100.78803916,False
2026-01-01T00:58:00Z,100.94549030,False
2026-01-01T00:59:00Z,99.96828301,False
2026-01-01T01:00:00Z,100.27869711,False
2026-01-01T01:01:00Z,100.97315514,False
2026-01-01T01:02:00Z,98.72134254,False
2026-01-01T01:03:00Z,100.43890412,False
2026-01-01T01:04:00Z,101.16638723,False
2026-01-01T01:05:00Z,97.54150947,False
2026-01-01T01:06:00Z,101.13270379,False
2026-01-01T01:07:00Z,100.26845199,False
2026-01-01T01:08:00Z,100.07782876,False
2026-01-01T01:09:00Z,99.93319883,False
2026-01-01T01:10:00Z,99.81534887,False
2026-01-01T01:11:00Z,100.03699281,False
2026-01-01T01:12:00Z,102.61274893,False
2026-01-01T01:13:00Z,100.01183049,False
2026-01-01T01:14:00Z,99.86167252,False
2026-01-01T01:15:00Z,99.93300416,False
2026-01-01T01:16:00Z,100.98345958,False
2026-01-01T01:17:00Z,100.76018470,False
2026-01-01T01:18:00Z,98.55804534,False
2026-01-01T01:19:00Z,98.05553954,False
2026-01-01T01:20:00Z,100.48717304,False
2026-01-01T01:21:00Z,101.04516553,False
2026-01-01T01:22:00Z,100.10250149,False
2026-01-01T01:23:00Z,99.85704932,False
2026-01-01T01:24:00Z,101.54925927,False
2026-01-01T01:25:00Z,99.69187630,False
2026-01-01T01:26:00Z,100.34754208,False
2026-01-01T01:27:00Z,100.03377268,False
2026-01-01T01:28:00Z,100.42157055,False
2026-01-01T01:29:00Z,100.35641908,False
2026-01-01T01:30:00Z,100.84437767,False
2026-01-01T01:31:00Z,98.78202098,False
2026-01-01T01:32:00Z,100.84266158,False
2026-01-01T01:33:00Z,98.97944339,False
2026-01-01T01:34:00Z,101.17143850,False
2026-01-01T01:35:00Z,100.39974105,False
2026-01-01T01:36:00Z,100.49393552,False
2026-01-01T01:37:00Z,102.62191611,False
2026-01-01T01:38:00Z,101.85724551,False
2026-01-01T01:39:00Z,101.05935292,False
2026-01-01T01:40:00Z,99.81282856,False
2026-01-01T01:41:00Z,99.27201498,False
2026-01-01T01:42:00Z,99.61077844,False
2026-01-01T01:43:00Z,101.54785428,False
2026-01-01T01:44:00Z,101.69084797,False
2026-01-01T01:45:00Z,98.83517483,False
2026-01-01T01:46:00Z,99.66690616,False
2026-01-01T01:47:00Z,100.24582938,False
2026-01-01T01:48:00Z,100.17930400,False
2026-01-01T01:49:00Z,99.95617578,False
2026-01-01T01:50:00Z,100.18961618,False
2026-01-01T01:51:00Z,98.42748011,False
2026-01-01T01:52:00Z,100.94386391,False
2026-01-01T01:53:00Z,101.68383675,False
2026-01-01T01:54:00Z,100.47855870,False
2026-01-01T01:55:00Z,99.38319083,False
2026-01-01T01:56:00Z,100.15139734,False
2026-01-01T01:57:00Z,100.24255493,False
2026-01-01T01:58:00Z,100.26670020,False
2026-01-01T01:59:00Z,100.43919823,False
2026-01-01T02:00:00Z,99.98393776,False
2026-01-01T02:01:00Z,100.88387767,False
2026-01-01T02:02:00Z,100.21426859,False
2026-01-01T02:03:00Z,102.59747734,False
2026-01-01T02:04:00Z,99.41699305,False
2026-01-01T02:05:00Z,100.32901117,False
2026-01-01T02:06:00Z,100.00588043,False
2026-01-01T02:07:00Z,101.34790611,False
2026-01-01T02:08:00Z,100.61914408,False
2026-01-01T02:09:00Z,101.48757350,False
2026-01-01T02:10:00Z,100.25296757,False
2026-01-01T02:11:00Z,99.65778888,False
2026-01-01T02:12:00Z,101.07250679,False
2026-01-01T02:13:00Z,101.61235474,False
2026-01-01T02:14:00Z,100.79527688,False
2026-01-01T02:15:00Z,101.14890510,False
2026-01-01T02:16:00Z,100.17401126,False
2026-01-01T02:17:00Z,100.72617392,False
