student_id,study_hours,irrelevant_noise,exam_score
1,6.227969715176568,1.4514923360561363,63.94926825945687
2,6.257361881998392,-0.10043370583388372,64.1393971179422
3,9.4540407466719,1.1233755947558186,82.06226822514476
4,0.5819599037080814,0.23605981344539026,39.05923854115241
5,0.3846989138635937,0.0033367010106040767,52.44952072805613
6,8.533297588087645,0.5139463510938785,61.99397916548714
7,8.49140022056093,0.409570985636039,84.51641351837031
8,5.4832077874691905,0.666695632095285,84.56591894544084
9,2.67270816597335,-0.02381341449921474,30.325285706023305
10,8.771026057221828,0.03670849906179016,84.41196067099216
11,5.902413679428279,-0.40828313188965293,67.98209975721217
12,4.69604613341081,1.372305038233788,81.11788100193259
13,6.736183147189585,0.2893898023647736,103.27443137909745
14,1.6670436700080349,-0.18510869760701107,46.28774405223614
15,0.3669956466095792,-0.6845762680310952,48.97122064623509
16,4.39600552841071,-0.5565824995088615,65.81777915773067
17,6.459745182230648,0.7187219435512748,72.4045535144405
18,5.9859400777039005,-0.18377472996122357,71.25505032338103
19,2.9291163754743788,0.5949401280783781,76.77487828200248
20,5.313024987753829,1.1301769132008268,71.91486225528153
21,0.5782063544494231,1.2169526732444227,50.465343546800995
22,2.8577108659549855,0.07885371466482684,56.43610198116482
23,0.09600637430252079,0.0430628051328452,46.9631031815876
24,2.900034588346858,-0.27521484806365626,55.73630989915751
25,7.63042428181481,-0.17380343109846802,86.40195305617209
26,4.952346753610085,0.6512367323730606,72.0836219749801
27,7.799405659060001,-1.2766473351472918,86.57873730155299
28,1.0496495236703773,-0.4682532352981206,22.581345748439084
29,1.2759029698247104,-0.8764799120764066,58.94069775982851
30,9.757497877382589,-0.18370628185159035,79.97486464454465
31,8.311314300941842,-1.5333667223332323,74.19346697228465
32,2.0703626678069167,-0.8488444491767924,56.61590409460596
33,8.485478247656658,1.786409668864117,63.71473542611276
34,6.113091919327788,-1.1949548601616673,64.56888615456072
35,2.8752054595597887,2.334078616275493,27.89340406944823
36,2.2619352198699874,0.28610682217004235,62.20339262491892
37,9.518481162734249,1.8509369771329316,99.9373414580638
38,1.2112863638659355,-1.0966176502457912,55.54260779316917
39,4.80242950079921,-0.7837376759490923,48.24538939728899
40,6.993716725306518,-0.16317068054208314,75.64648002565734
41,9.547216300570879,1.044427033925791,85.06062663057163
42,8.341945561893779,0.5772180843584067,112.18971900574502
43,6.264697320506517,-0.11314571805617211,65.28756179443928
44,3.9354121800409967,-0.1536887453843521,52.89292237873449
45,5.866777846014626,0.3736425537401487,73.92935095843792
46,4.818622692423169,-0.1909041348240403,67.47207206000007
47,1.3786786783443805,1.0879919691237285,53.32114196407799
48,6.249084606907242,-0.06337828575589682,69.54203167297551
49,2.428144429006868,1.593525189837989,61.85339236361189
50,9.795686694821597,0.34360009746049186,90.81812910427807
51,4.958356407976257,-1.2885423053486056,57.76394234425531
52,2.135574146766084,0.4141542077900802,43.56549695729311
53,5.953792062950493,0.836066549632054,74.07302623805889
54,5.803102442230807,0.05448370274133969,93.8915847778635
55,2.559454915849434,1.5461917583801144,50.933579120842495
56,5.16861349758257,1.1443314444575992,61.12555878405304
57,8.540944548060526,-0.7343372317968611,89.18404918245105
58,8.32851396083084,-0.4597063480488144,86.9170178390587
59,6.671761215360465,0.7952424312132738,79.9033631176343
60,5.5724826798639,-0.6204391847913193,80.02197090801741
61,0.9265595326355214,-0.7046456641904307,58.058772495985956
62,0.6950021202307732,0.1191358446241866,44.06615059504281
63,2.810105864761838,-0.5324294530314233,82.47885220661598
64,0.5738617341655994,0.755535964267997,57.152631031434474
65,9.052264379894995,1.2615184242006605,77.0843905220669
66,7.901468415852389,-2.0023538642784375,61.38680852539417
67,8.015821021859908,-0.8379844115052331,72.96658001807047
68,5.646794218360007,0.13279518745523985,76.48506459851951
69,3.558368993378238,0.6246686146633994,66.9019146879425
70,9.179650790768193,0.5138453951607125,90.760377101835
71,2.9992448822007667,-0.013910921374999764,72.31595157125815
72,5.561162089152203,-1.1987498551647335,64.49188276574421
73,9.654520855037829,-0.8799985357150008,78.07602248465791
74,2.3052581453886334,-0.49609668432459764,36.141343025766595
75,9.598509210837513,-1.0132668061235641,80.74967723876115
76,6.041168627969183,-0.12492381665313082,76.29649312301825
77,4.588026404091105,-0.4766823631610744,60.88010100548335
78,3.5860224766509177,-0.8374762427516443,81.81356458150798
79,8.240328567965285,-1.3671701475722808,92.42943913946537
80,3.886389131234449,0.42446360256129595,76.09597674059654
81,2.594819978290126,-1.1309360342331145,43.577511802714625
82,1.0237796305476698,-1.5751471285277991,59.66526384860511
83,6.081752059197405,-0.1106338874670137,70.7044489383692
84,9.471525867579736,-1.045366224622668,101.57102941741265
85,8.658857283208478,1.8418303762999728,98.22047598741143
86,2.5419309978164795,-0.5209686169934439,41.62617963324418
87,6.12650723972353,-2.7635270344526712,88.3570740191357
88,0.6178318719236919,-1.6202312834173294,58.28316501250313
89,5.2153106434469185,-0.11051073468621718,82.55339217562592
90,8.099081756087859,0.24803658373508825,62.37910763082256
91,2.145438043627216,1.0624747178298006,44.6102135133123
92,5.266053564389504,1.184121792908587,59.374693697276484
93,6.113695253152534,0.4423200740474721,91.05404377414932
94,7.978313109136317,2.134476106852544,78.81616644661854
95,6.861329881243958,-1.1830587750678967,68.42469448038396
96,5.330925311765484,-0.21705096122752052,78.04363560255484
97,7.762071497761415,0.8041777178637275,98.08096252855881
98,2.758650036721282,-1.0765333381166668,64.079268716468
99,7.780631996889373,-0.9277851290410887,90.69514915456952
100,0.9248790561691445,1.6334407436006388,43.141320422677836
101,7.73910864935436,-0.7933264502206261,76.85806720823837
102,6.022654628719448,-0.021581972617182244,72.90729665646674
103,5.884075338590023,1.1139403021791998,64.85243171664675
104,7.445129069956132,1.587371066714199,77.96325919112772
105,9.701072261392957,-1.4236225973926724,41.51030812856878
106,7.939233398869254,1.6305005337609493,75.30374405116817
107,3.8275536142515607,-1.024542995374353,76.75407228682619
108,8.676565758197826,0.4239186378106449,94.17615459940404
109,4.525215893950469,0.7137971360603687,71.54191733633455
110,0.49671401821826167,-0.7324193817788067,63.94409037303619
