household_id,income_eur,consumption_eur,true_conditional_sd
1,6170.9772863824255,3010.606077554893,840.517274365891
2,6193.021411498794,2854.176242201302,843.1625693798552
3,8590.530560003926,5208.405578659547,1130.8636672004711
4,1936.469927781061,1628.0345460479148,332.37639133372727
5,1788.5241853976952,1070.4940315746835,314.6229022477234
6,7899.973191065735,5620.963398706204,1047.996782927888
7,7868.550165420697,3397.1708490204596,1044.2260198504837
8,5612.405840601893,2983.4168340649526,773.4887008722271
9,3504.5311244800123,2129.222866129018,520.5437349376015
10,8078.269542916371,1937.2391601326003,1069.3923451499645
11,5926.810259571209,3056.3735233114035,811.217231148545
12,5022.034600058108,3022.15451145958,702.6441520069728
13,6552.137360392188,4060.1531810620686,886.2564832470625
14,2750.282752506026,2126.2175295746574,430.0339303007231
15,1775.2467349571843,1392.7613326436692,313.02960819486213
16,4797.0041463080315,1692.6954253113663,675.6404975569637
17,6344.808886672986,3339.0233969228325,861.3770664007583
18,5989.455058277926,2706.9884137306567,818.734606993351
19,3696.837281605784,2421.495707475779,543.620473792694
20,5484.768740815372,3272.2914390615006,758.1722488978447
21,1933.6547658370673,1847.843258666391,332.03857190044806
22,3643.283149466239,1763.6334677055052,537.1939779359486
23,1572.0047807268907,1372.3429419088288,288.64057368722683
24,3675.0259412601436,2313.7898363491113,541.0031129512172
25,7222.818211361108,4322.019195296562,966.738185363333
26,5214.2600652075635,2869.545888744795,725.7112078249075
27,7349.554244295001,4287.015059827177,981.9465093154
28,2287.237142752783,1822.9745007060887,374.46845713033395
29,2456.927227368533,2446.098781717006,394.83126728422394
30,8818.123408036941,4938.921479085035,1158.174808964433
31,7733.485725706381,4603.71071711879,1028.0182870847657
32,3052.7720008551873,1427.8737520646232,466.33264010262246
33,7864.108685742494,3777.1267920655437,1043.6930422890991
34,6084.818939495841,3066.127949760824,830.1782727395009
35,3656.4040946698415,2505.8387726556102,538.768491360381
36,3196.4514149024903,1858.0490454824012,483.57416978829883
37,8638.860872050685,3294.160350199785,1136.6633046460822
38,2408.4647728994514,1918.3596230443034,389.01577274793414
39,5101.822125599408,2611.445690025587,712.2186550719289
40,6745.287543979888,4038.176554461758,909.4345052775866
41,8660.41222542816,3075.878107158157,1139.249467051379
42,7756.459171420334,4977.124264954045,1030.77510057044
43,6198.522990379888,2531.9231850153383,843.8227588455866
44,4451.559135030748,2919.877664331889,634.1870962036897
45,5900.083384510969,2608.439856606722,808.0100061413162
46,5113.967019317377,2538.466783778039,713.6760423180853
47,2534.0090087582853,1961.4950926707133,404.0810810509942
48,6186.813455180431,3005.1591619525834,842.4176146216518
49,3321.108321755151,2124.8331076936843,498.5329986106181
50,8846.765021116198,5586.799044279903,1161.6118025339438
51,5218.767305982194,3111.054679607929,726.2520767178632
52,3101.680610074563,2063.9311099872702,472.20167320894757
53,5965.34404721287,2252.6453461143647,815.8412856655443
54,5852.326831673105,3017.750230365449,802.2792198007726
55,3419.5911868870753,2698.8465534594884,510.350942426449
56,5376.460123186927,1937.3708812032423,745.1752147824312
57,7905.708411045394,4214.323748071323,1048.6850093254473
58,7746.38547062313,3613.817792640624,1029.5662564747754
59,6503.820911520348,3254.0211957281167,880.4585093824418
60,5679.362009897925,3376.4271707235785,781.523441187751
61,2194.919649476641,1643.088520426443,363.39035793719694
62,2021.2515901730799,958.9012697418833,342.55019082076956
63,3607.5793985713785,2478.5100330983882,532.9095278285654
64,1930.3963006241995,940.258419556625,331.64755607490395
65,8289.198284921247,3754.1276316413982,1094.7037941905496
66,7426.101311889292,3721.2143004452973,991.132157426715
67,7511.865766394931,5368.654051850903,1001.4238919673917
68,5735.095663770006,3651.8541619468315,788.2114796524006
69,4168.776745033679,3286.3539716423147,600.2532094040414
70,8384.738093076145,3866.679734640974,1106.1685711691373
71,3749.4336616505752,2513.7873046849536,549.932039398069
72,5670.871566864153,3655.290529848711,780.5045880236983
73,8740.89064127837,3330.6500957374474,1148.9068769534044
74,3228.943609041475,2220.3682421259527,487.473233084977
75,8698.881908128134,3767.5522165455473,1143.8658289753762
76,6030.8764709768875,2726.2520516953273,823.7051765172265
77,4941.019803068329,2145.8703991511106,692.9223763681994
78,4189.516857488188,3226.486356445461,602.7420228985825
79,7680.246425973964,4156.646950334108,1021.6295711168756
80,4414.791848425837,2725.0376844040247,629.7750218111005
81,3446.1149837175944,2168.0820116173554,513.5337980461113
82,2267.8347229107526,1631.4649633951713,372.1401667492903
83,6061.314044398054,2681.92961102334,827.3576853277664
84,8603.644400684803,5777.674316190041,1132.4373280821765
85,7994.142962406359,6061.833226492588,1059.297155488763
86,3406.4482483623597,3091.589830599355,508.77378980348317
87,6094.880429792647,4662.700450430878,831.3856515751177
88,1963.373903942769,1519.3632404900902,335.6048684731322
89,5411.482982585189,4060.5392154018655,749.3779579102227
90,7574.3113170658935,3779.8814440187925,1008.9173580479072
91,3109.0785327204117,2537.2700967186356,473.0894239264494
92,5449.540173292128,3166.7829465276927,753.9448207950553
93,6085.271439864401,3258.5842426076924,830.2325727837281
94,7483.734831852237,4356.111849613481,998.0481798222685
95,6645.997410932969,3858.916936371096,897.5196893119562
96,5498.193983824113,3515.785666027029,759.7832780588935
97,7321.553623321061,3751.7490373996798,978.5864347985273
98,3568.9875275409613,2218.367072510136,528.2785033049154
99,7335.47399766703,3380.6767301116743,980.2568797200436
100,2193.6592921268584,2119.8117703671455,363.239115055223
101,7304.33148701577,4050.414090235215,976.5197784418924
102,6016.990971539586,3074.9696548153447,822.0389165847503
103,5913.056503942516,2629.273526357632,809.566780473102
104,7083.846802467099,3146.427987950696,950.0616162960519
105,8775.804196044717,5214.593522454711,1153.096503525366
106,7454.425049151941,3648.0888535968033,994.5310058982328
107,4370.66521068867,2907.2074957252585,624.4798252826404
108,8007.42431864837,5262.112637049107,1060.8909182378043
109,4893.911920462852,3591.8173772264417,687.2694304555423
110,1872.5355136636963,1512.0690529365384,324.7042616396435
111,8795.1240131531,4443.707491417301,1155.414881578372
112,5259.409909693969,2707.7345533609914,731.1291891632762
113,1593.3039312401643,1318.5767052071558,291.1964717488197
114,3614.0003025848273,2565.432170065005,533.6800363101793
115,2612.2384755028334,1269.286551574071,413.46861706033997
116,4986.192553339618,2467.199453482347,698.3431064007541
117,4192.542856828466,1932.258457316765,603.105142819416
118,7492.871961609653,3663.4570778760144,999.1446353931584
119,3969.6949756275335,1483.495436717358,576.363397075304
120,6734.24899085565,2757.540546210226,908.1098789026779
121,6400.703591885939,4939.049929567905,868.0844310263127
122,6926.905846122188,2496.524192550435,931.2287015346626
123,4996.171927021288,4431.175037948047,699.5406312425546
124,3768.4568334042406,2440.7442973376174,552.2148200085089
125,8655.257731576845,6442.742334814522,1138.6309277892215
126,2161.386014496154,1213.694674764899,359.3663217395385
127,5028.645462298631,2260.7206576352505,703.4374554758357
128,8235.755176251681,3981.4400527450616,1088.2906211502018
129,3973.7554160070545,2971.4556880379573,576.8506499208465
130,6135.40121811389,3759.5660645904663,836.2481461736668
131,2683.466744840281,1779.3067284203232,422.01600938083374
132,4313.8237192039915,2416.8787489015945,617.658846304479
133,7438.800572106046,4195.1947887616,992.6560686527255
134,5414.829685229375,2831.092449160544,749.779562227525
135,2684.355529927256,2286.6953905418673,422.12266359127074
136,3260.2058434254327,2038.1534747549724,491.2247012110519
137,3107.854107791019,2758.944501108802,472.94249293492226
138,6428.577860135094,3699.425908515762,871.4293432162112
139,4639.138328934692,1802.2567479541203,656.696599472163
140,4882.792522867085,3034.8557686765453,685.9351027440501
141,7871.265560356567,4879.246410907155,1044.551867242788
142,5662.206035798453,3120.594659371244,779.4647242958143
143,8002.0530864057055,5700.2064960068865,1060.2463703686847
144,3603.519974307226,2822.7460797344906,532.4223969168671
145,6858.076072839416,2902.621355559126,922.96912874073
146,6338.461331762051,2966.523415206425,860.6153598114461
147,4439.635203321782,3067.8413836512336,632.7562243986138
148,7179.706553224218,3118.8842801642404,961.5647863869061
149,4917.312406405492,2279.01110027405,690.077488768659
150,8376.999569413363,4350.013513910252,1105.2399483296035
151,4623.6438426661025,2293.2757691570823,654.8372611199322
152,4279.318299120624,2960.8487473617556,613.5181958944748
153,3956.0966449017915,3086.5950899342615,574.7315973882149
154,7614.608552911364,1868.2433024881639,1013.7530263493637
155,5293.24384398994,2307.0852740180985,735.1892612787927
156,3365.7350394308473,2180.522645164787,503.88820473170165
157,2901.228404283837,2198.459550640682,448.14740851406043
158,4543.2361371295265,2939.686233293482,645.1883364555432
159,3153.7958784258362,2017.9385120216416,478.4555054111003
160,8697.732572227564,2982.004015472777,1143.7279086673077
161,5148.101337107523,2230.564111409613,717.7721604529028
162,5387.0216638250085,2592.24140007704,746.442599659001
163,1632.1989137317555,1085.7345055219416,295.86386964781065
164,1816.2417647134391,1423.102137128793,317.9490117656127
165,8576.327594456541,3763.807260759351,1129.159311334785
166,8879.11572045172,3453.1551616120423,1165.4938864542064
167,6321.684658428051,2181.252316098333,858.6021590113661
168,3993.9395884802575,2623.334825754459,579.2727506176309
169,8050.855066803791,2875.665272461882,1066.1026080164547
170,2788.7599890977112,1186.6396078906016,434.6511986917253
171,4078.853118039647,2347.9037956072693,589.4623741647576
172,3623.962942194384,1662.9235981728707,534.8755530633262
173,8440.108430593957,6294.4583488874705,1112.8130116712748
174,4111.984672213176,2117.870904496453,593.4381606655811
175,7335.143443990558,1071.9034779440258,980.2172132788669
176,6470.610417718297,1997.566996508761,876.4732501261956
177,3406.5597164932983,2074.528637415906,508.7871659791958
178,3503.635058065862,2300.613943216028,520.4362069679034
179,7931.325912197115,5148.6243461751055,1051.7591094636537
180,4314.227744786697,3243.4163631620067,617.7073293744037
181,8687.998136177166,4854.336342069339,1142.55977634126
182,5853.774424628147,4871.401866341869,802.4529309553776
183,4400.4225533765475,1805.1565730179034,628.0507064051857
184,7053.80128657653,3457.1673222922677,946.4561543891837
185,5042.644754654623,3384.9504748367926,705.1173705585547
186,4937.761638252742,2028.3267519441674,692.531396590329
187,6879.496858975874,2730.6867821406345,925.5396230771048
188,8430.175641230935,6056.440927848606,1111.621076947712
189,3596.918125937545,1788.949333241595,531.6301751125054
190,6813.27656448778,3541.7726860333814,917.5931877385335
191,2621.1141717749706,2262.633747869791,414.5337006129965
192,5521.2981722848135,4229.40421535747,762.5557806741776
193,3843.84285958644,1515.3899545989902,561.2611431503728
194,5577.056053972986,4296.6207407828715,769.2467264767582
195,4662.683070245096,1982.6182764530818,659.5219684294115
196,6205.488645716602,3664.3717702190297,844.6586374859922
197,5939.434432292753,3774.688329679662,812.7321318751303
198,2018.6079157331583,1297.1572790266355,342.232949887979
199,4996.735955573279,3870.4164809572494,699.6083146687935
200,2811.7917475411778,1809.0525583049307,437.4150097049413
