city_id,change,funding_eur_per_resident,control_adjusted_change
1,1.3921389684281422,0.0,0.30161450134837
2,7.873543364729741,66.47093626315238,6.783018897649969
3,0.5986352639847823,0.0,-0.49188920309498996
4,1.1193247340502523,0.0,0.028800266970480104
5,6.415088054040851,59.25728642449077,5.324563586961078
6,5.154088872173389,51.01142208204059,4.063564405093617
7,7.65472558972364,86.72442005602626,6.564201122643867
8,0.9383434518569445,0.0,-0.1521810152228278
9,6.058135890914919,51.859708771305414,4.967611423835146
10,0.38310574899971783,0.0,-0.7074187180800544
11,8.028263125015783,93.03444057550985,6.937738657936011
12,7.9054395396025825,72.72516991335183,6.81491507252281
13,7.839079071899839,100.0,6.748554604820066
14,7.521245502264357,52.096854409512275,6.430721035184584
15,7.894097273749026,78.7872966368855,6.803572806669253
16,6.558839479308254,65.9584477623683,5.468315012228482
17,5.5443050854148765,53.18251800967039,4.453780618335104
18,5.929349493933728,70.81596536571791,4.838825026853955
19,7.29081577553108,66.83956126791243,6.200291308451307
20,6.255026799868823,20.053890107594196,5.16450233278905
21,0.737141877825195,0.0,-0.3533825892545772
22,2.135658561259106,0.0,1.045134094179334
23,5.23217043177609,38.341215992928845,4.141645964696318
24,5.921486053136725,48.64186777332737,4.830961586056953
25,4.8782587536175015,48.72731166029005,3.787734286537729
26,5.879932993145637,35.939536684176836,4.7894085260658645
27,6.6135092256821295,63.10324318450678,5.522984758602357
28,8.122611528945725,83.78907603034001,7.032087061865953
29,0.45876930700639207,0.0,-0.6317551600733802
30,6.6091957815466245,67.35175871369894,5.518671314466852
31,1.1667432102677395,0.0,0.07621874318796729
32,8.620215481958795,76.42755686428046,7.529691014879022
33,7.2202394790523385,59.224580798940465,6.129715011972566
34,6.941281321339417,37.93607972029193,5.850756854259645
35,6.654083203851634,28.81459579798367,5.563558736771862
36,7.876966238150828,70.05731674186929,6.786441771071056
37,0.2630724393123529,0.0,-0.8274520277674193
38,8.364673260652147,71.83032122300249,7.274148793572374
39,5.323005930554871,36.002524726653164,4.232481463475098
40,0.23784623399470206,0.0,-0.8526782330850702
41,7.909645347509745,50.528637563991566,6.819120880429972
42,1.322578262481322,0.0,0.2320537954015498
43,6.4125760658043305,83.92028778949697,5.322051598724558
44,7.505657246390143,78.65320252328495,6.415132779310371
45,4.872418163621425,60.575664576538806,3.781893696541653
46,7.026676065322199,75.59622669641585,5.936151598242427
47,7.517691316847355,55.450077055621925,6.427166849767582
48,6.526196552167924,61.7058591877002,5.435672085088152
49,7.518608745978035,52.85385929148674,6.428084278898263
50,1.9522399456695396,0.0,0.8617154785897674
51,1.3756367568553927,0.0,0.2851122897756204
52,6.387635404085245,40.05855876330453,5.297110937005472
53,1.2840808068831606,0.0,0.19355633980338838
54,6.806041717631906,59.18840117637895,5.715517250552134
55,1.0075186528617195,0.0,-0.08300581421805275
56,7.241411583122073,56.82243679068435,6.1508871160423
57,7.592978929900177,63.19765398700954,6.502454462820404
58,5.630946815533662,40.978464340463844,4.540422348453889
59,7.4667029169043175,55.00692937834551,6.376178449824545
60,3.822812790570765,25.125857993733877,2.7322883234909927
61,7.184329192614335,71.67196996761074,6.093804725534563
62,6.107169237895917,65.73056439385552,5.016644770816145
63,9.004128804054012,97.81511766462302,7.91360433697424
64,1.697374112365047,0.0,0.6068496452852747
65,6.841144206829149,70.82026568898131,5.750619739749377
66,5.765682042172763,48.03820160357342,4.675157575092991
67,5.969983728605655,65.67056438529774,4.8794592615258825
68,6.77076514057093,73.04041503753996,5.6802406734911575
69,8.0612883148371,65.580268143304,6.970763847757327
70,5.249879961671347,40.35383756399984,4.1593554945915745
71,5.209379051821919,40.925995244400305,4.118854584742147
72,7.391876992464766,72.57622827754986,6.301352525384994
73,6.22231379095706,85.84182163468591,5.131789323877287
74,7.319046288204767,68.06573074109926,6.228521821124994
75,5.9038420002984395,50.4178776769875,4.813317533218667
76,6.261304709115116,61.942195969774595,5.1707802420353435
77,9.180157661123552,65.69146121190056,8.08963319404378
78,0.4725153202664245,0.0,-0.6180091468133477
79,6.982634677497963,75.38846845624043,5.89211021041819
80,6.810109892904272,56.72201021580359,5.7195854258245
81,5.570133941064547,34.42564771420733,4.479609473984775
82,5.517839456025833,49.54203021368388,4.42731498894606
83,6.885240005834191,74.70691044815501,5.794715538754419
84,7.717086437400212,85.60521924718299,6.62656197032044
85,0.5997420426625268,0.0,-0.4907824244172454
86,1.2749536214355857,0.0,0.18442915435581342
87,4.227214460328298,42.29472967077984,3.1366899932485257
88,6.704527571930726,42.66291588002644,5.614003104850953
89,6.425563859263455,62.78870198409395,5.335039392183683
90,6.821123200149209,56.88537493421818,5.730598733069437
91,0.7453398345107018,0.0,-0.3451846325690704
92,0.20576892611082798,0.0,-0.8847555409689443
93,1.639951587584946,0.0,0.5494271205051737
94,1.8913649827310266,0.0,0.8008405156512544
95,8.190018429813307,72.27685471706828,7.0994939627335345
96,5.008986388593193,41.04658415205987,3.918461921513421
97,6.483085079669451,56.51632630070272,5.392560612589678
98,9.322472534576292,79.84001821056498,8.23194806749652
99,7.23704331684533,85.51828073142228,6.146518849765558
100,7.732775064979755,72.14961406928373,6.642250597899983
101,6.205698492542936,62.74767318948715,5.115174025463164
102,7.58898069744447,84.60049300195939,6.498456230364697
103,5.6994698738973995,57.42515112971228,4.608945406817627
104,7.238457632134846,65.03924759479538,6.147933165055074
105,8.615599735453053,86.41353926787747,7.52507526837328
106,1.3211970942601994,0.0,0.23067262718042714
107,1.39602999762851,0.0,0.30550553054873775
108,8.783960549538925,50.28989875034783,7.693436082459153
109,6.419341831544834,62.191510262817374,5.328817364465062
110,0.17712680606953768,0.0,-0.9133976610102346
111,2.0665601725479448,0.0,0.9760357054681725
112,2.55094188842876,0.0,1.4604174213489876
113,5.490022522253227,44.765573859216516,4.399498055173455
114,5.743362664241467,88.33960974540169,4.652838197161694
115,7.596457085400871,75.27119391870788,6.505932618321099
116,5.151322081696264,47.124750496400004,4.060797614616492
117,7.557964488127347,89.9560950134291,6.467440021047574
118,0.30403340405467105,0.0,-0.7864910630251012
119,5.973019366103607,51.34579071266836,4.882494899023834
120,7.515795017074744,54.332244962029435,6.425270549994972
