person_id,mean_training,within_training_sd,oracle_person_intercept,university_degree,estimated_person_intercept,estimated_fe_centered,oracle_fe_centered
1,3.505084369931609,2.2160941007756616,37.467516165272436,0,37.95496461075169,-11.6668953205304,-11.54767237612797
2,6.567076344726861,0.9606044550555279,50.07019423728784,0,49.53394730048876,-0.08791263079332623,1.0550056958874379
3,5.415890949902962,1.870431666476001,53.127959209606196,1,53.47851387641987,3.8566539451377793,4.1127706682057905
4,6.589317631037486,0.8874181213554034,54.52255792683267,0,55.51935433855455,5.897494407272461,5.507369385432263
5,7.364202642123222,1.5836601756100868,53.45505452821132,0,55.87627650852365,6.254416577241564,4.439865986810915
6,3.98005700831281,1.2652095822692226,41.96998252283893,0,40.920695538229346,-8.701164393052743,-7.045206018561473
7,8.509440851768188,1.6779633705921169,61.14388241196503,1,64.56955162330802,14.947691692025927,12.128693870564625
8,5.808420897239215,1.641232814423712,45.39269957052421,1,44.92987552958753,-4.691984401694562,-3.622488970876198
9,5.068743539927739,2.5982774964830395,50.78756950461795,0,53.422102088956194,3.8002421576741057,1.7723809632175431
10,5.895380289608421,0.8408136697502965,50.137630836972086,1,50.224210980960905,0.6023510496788163,1.1224422955716804
11,4.037697241516574,1.2943070683347135,43.66966076848374,0,43.97142671713983,-5.650433214142261,-5.345527772916668
12,3.901991657290248,1.2842845528316644,46.09342700685763,0,45.3132737639895,-4.308586167292589,-2.9217615345427745
13,6.296108918323724,0.9331194196574234,54.161717668586604,1,53.936485514263715,4.314625582981627,5.146529127186199
14,7.047963523073162,0.7426924548367655,55.220450466947845,1,54.21494159771386,4.593081666431772,6.20526192554744
15,6.131156092276785,1.072150355316506,45.893486857308424,1,45.85289184843636,-3.7689680828457313,-3.121701684091981
16,6.71105617565986,0.6260357371160777,57.646540074175846,1,59.45620560033678,9.834345669054692,8.63135153277544
17,6.061106005894298,1.3625101790908671,50.8377199080685,1,50.71542294407833,1.0935630127962384,1.8225313666680947
18,8.206683862845312,1.2555114661745603,59.72535595860082,1,58.859421278936885,9.237561347654797,10.710167417200417
19,5.163508319483058,1.07360575149625,46.761801630368744,0,48.22775030536198,-1.394109625920109,-2.2533869110316616
20,6.397928455147036,1.75165931880752,46.182585079684316,0,48.678175045145096,-0.9436848861369924,-2.83260346171609
21,6.298929778918315,0.5123252702036372,52.60308677423488,0,54.274409046872634,4.652549115590546,3.587898232834476
22,5.521972482284223,0.8761163957440715,46.924431163699765,0,47.98885117543591,-1.633008755846177,-2.0907573777006405
23,6.4551979694216515,2.5863587945560464,49.66017540320882,0,48.40087940975659,-1.2209805215254974,0.6449868618084125
24,7.433531586523788,1.3902214354424591,54.64510942219225,1,55.886079810026246,6.264219878744157,5.629920880791843
25,5.933134794266295,1.1204270534440701,48.88357084942363,0,50.021906144474485,0.40004621319239675,-0.13161769197677842
26,7.948009009532175,1.0387628808807705,61.367180956158066,1,60.26349763296611,10.641637701684019,12.35199241475766
27,4.097798452469719,2.18313868473378,45.78896453469913,1,43.156376569542495,-6.465483361739594,-3.2262240067012726
28,4.660356062310355,1.1948907150341461,43.82455946211501,0,46.542339465020355,-3.0795204662617337,-5.190629079285394
29,5.866444456315911,2.0085849379698137,49.81929026293089,1,51.96055258943235,2.338692658150265,0.8041017215304862
30,6.512139350534606,0.9566146413618959,53.4805254847805,0,56.038607956900265,6.416748025618176,4.465336943380095
31,8.6482505038769,2.239533498449396,62.17854323829779,1,62.35892881798688,12.73706888670479,13.163354696897386
32,4.494239674536915,1.3807016021635425,43.47121866267766,0,43.15771507691218,-6.464144854369906,-5.5439698787227485
33,6.252229041201031,1.0633768423580174,54.13380266141283,1,55.71017321953029,6.088313288248202,5.118614120012424
34,7.053722696597227,1.8932990327032986,58.608427149031805,1,59.6301521757446,10.00829224446251,9.593238607631399
35,5.175153479755992,1.333617377080189,49.211813596277445,1,48.227818077777115,-1.394041853504973,0.19662505487703896
36,7.626565704182064,1.1133035939768965,60.02425206842294,1,60.081050773309045,10.459190842026956,11.009063527022533
37,6.926587512885188,0.5975038971692461,56.578182833803524,1,56.80862173959533,7.186761808313243,7.562994292403118
38,6.9608235027281085,0.7916454755522625,56.750352579956854,1,57.50863548526753,7.886775553985444,7.735164038556448
39,4.993812614045688,1.026098104606579,44.9091300771242,1,44.52277170173609,-5.099088229545998,-4.106058464276202
40,3.855739912138739,1.655396317966674,37.38961979937647,0,37.28655904441707,-12.33530088686502,-11.625568742023937
41,8.340352627791175,1.8453255587528827,60.087949343624175,1,61.92714294128976,12.30528301000767,11.072760802223769
42,5.060757569405717,1.813196086560586,44.28953717434083,0,44.48660223133383,-5.135257699948255,-4.725651367059577
43,5.643047426938075,1.7318447409368707,49.85625035297433,1,49.693880372820885,0.07202044153879683,0.8410618115739226
44,6.178839130145982,0.8608801918004912,49.07397955950681,0,50.09720395355089,0.4753440222687999,0.058791018106404636
45,3.655724603077733,1.2656033327040979,39.78982961750294,0,39.39390751555906,-10.227952415723031,-9.225358923897467
46,4.058863965475953,1.5628215352421893,41.7755329607738,0,41.63547089303578,-7.986389038246308,-7.239655580626604
47,6.922451906366724,2.6121747489875036,51.49418714937334,0,53.32641068246776,3.7045507511856712,2.478998607972933
48,7.33012665969865,1.463548531837669,55.68278951074943,1,56.32038283791694,6.6985229066348495,6.667600969349024
49,2.3006113434529394,1.3098360618276381,32.47686787010977,0,33.21494288671148,-16.406917044570605,-16.538320671290634
50,8.299321430157521,1.8135538936324174,58.55197573498337,1,60.22280203094716,10.600942099665069,9.536787193582967
51,8.812656965970586,1.2273950926654964,59.77600959043357,1,59.749081086474014,10.127221155191926,10.760821049033162
52,6.945887506682271,1.7313573656210026,53.96948198162346,0,55.97260165594949,6.350741724667401,4.954293440223054
53,4.916062239088916,1.4053227126459609,50.233283628490724,0,51.28224901558029,1.6603890842982025,1.2180950870903189
54,6.7711220233269165,0.9881524278833914,51.21504109162681,0,50.33613051879112,0.7142705875090343,2.199852550226403
55,3.009728802567994,1.0176602271113948,30.64533233806344,0,31.432752956584267,-18.189106974697822,-18.369856203336965
56,4.061832149883184,1.341125297206768,47.28756634625249,0,46.8312973089256,-2.7905626223564894,-1.7276221951479158
57,5.161242261669213,1.5469780500163806,46.62766568804964,0,47.780109088055355,-1.841750843226734,-2.3875228533507666
58,4.418332096143499,1.2790128203686064,42.67515023560611,0,43.42630991138196,-6.195550019900125,-6.340038305794295
59,5.516844291531705,1.2589898158218658,45.669714774491794,0,46.686464097665485,-2.935395833616603,-3.3454737669086114
60,4.637542057181114,1.6363722509774858,39.75187973222519,0,40.79029934674036,-8.831560584541727,-9.263308809175214
61,7.444713828796626,1.397265001833281,53.76266734244285,1,54.55216257596594,4.930302644683849,4.747478801042448
62,6.796831037083822,1.6829577982550599,53.49845382716369,0,54.27175210406338,4.649892172781293,4.483265285763281
63,6.581949401956995,1.9009723892288868,47.86804029301338,1,49.51176909253991,-0.11009083874218106,-1.1471482483870261
64,6.409182001393457,0.745838619685893,51.27550299134637,0,51.462446089584695,1.8405861583026066,2.260314449945966
65,5.079528582728382,0.9156332535254552,43.83432518510595,0,45.4748328578666,-4.147027073415487,-5.180863356294452
66,6.351386389265124,1.8367330631267853,55.36567975968913,1,53.81913682271484,4.19727689143275,6.350491218288724
67,3.837059889146054,1.2375767047652129,42.739205274175816,0,42.86618678384414,-6.755673147437946,-6.275983267224589
68,5.824919392122996,1.5419137140611572,45.79772724628001,0,46.078034141495806,-3.5438257897862826,-3.217461295120394
69,6.8081297628155975,1.51697438732162,57.42635998824662,1,55.54723491751284,5.92537498623075,8.411171446846211
70,5.367157140508052,1.4315019556861073,47.37740337433129,0,48.89292931934609,-0.7289306119360006,-1.6377851670691186
71,7.236915567987713,1.5618665519056858,54.78702162028199,1,54.665615700227676,5.043755768945587,5.771833078881585
72,4.759838744877409,0.5020056765001408,36.92974440708279,0,39.61461061750779,-10.007249313774295,-12.085444134317619
73,5.5920799945959905,1.429926803467682,45.59184277753756,0,46.86622185387145,-2.7556380774106373,-3.423345763862848
74,8.631614684118594,0.5677746290419944,60.99839962759174,1,64.02442928994886,14.402569358666767,11.983211086191332
75,7.980113499005853,1.5557510692274714,59.292782463431685,1,61.86607771286031,12.244217781578222,10.27759392203128
76,7.24494579337512,1.1128141387837418,56.75642065356941,1,55.6425240968057,6.020664165523613,7.741232112169001
77,4.712615546427757,1.4573193240550997,44.46904253833109,1,45.98287046011261,-3.638989471169481,-4.5461460030693175
78,7.2887839062022435,2.1242533997129387,51.62228469059221,1,53.00388602986318,3.3820260985810933,2.607096149191804
79,6.294132734158385,1.1894251490776797,48.16846123703728,0,52.2211406221443,2.5992806908622086,-0.846727304363128
80,4.86829649964843,1.5431866484440673,44.93978030333998,0,46.41846141871002,-3.203398512572072,-4.075408238060426
81,4.531886545945835,1.568714361159621,43.359992630038455,0,42.81985755352923,-6.802002377752856,-5.65519591136195
82,6.177378735377366,1.5326746309878678,54.921865979591956,1,57.29384690843048,7.671986977148393,5.906677438191551
83,4.354962077947696,1.3754425584657757,43.3853659092255,0,43.04051284358487,-6.5813470876972175,-5.629822632174907
84,5.815474808854755,1.3634070559726839,49.74261927013308,0,51.50203063059753,1.8801706993154426,0.7274307287326778
85,6.9207534848554815,1.1593904349749156,56.72447383604211,1,56.573932223804405,6.952072292522317,7.7092852946417025
86,7.658813869634318,1.164075026442265,59.656192298620454,1,61.27585008179646,11.653990150514375,10.641003757220048
87,5.141899680641413,0.9863240972433746,47.88516249307736,0,44.763736632958874,-4.858123298323214,-1.130026048323046
88,4.889368810275969,1.5771609388094467,44.16538470183046,0,45.63148866248342,-3.9903712687986683,-4.849803839569944
89,3.4720969114672298,1.5717655176660186,43.71859413683008,0,46.650049960625196,-2.971809970656892,-5.296594404570328
90,5.201519954469717,2.17296537386479,48.50524791269354,0,50.7078249455735,1.0859650142914106,-0.5099406287068646
91,2.795774586762716,1.8024868507657956,36.34848449231285,0,36.740401224349604,-12.881458706932484,-12.666704049087556
92,4.236477737175996,1.0846176881030718,42.43877211943453,0,41.12672804242502,-8.495131888857067,-6.576416421965874
93,4.154611116524118,0.7751444241902959,44.69733654407119,0,44.57537585829892,-5.046484072983169,-4.317851997329214
94,5.226311040536474,1.6453978176173365,44.768695137325025,0,44.63787158433054,-4.9839883469515485,-4.24649340407538
95,5.685397899813931,1.095839214864167,52.37407384856903,1,52.24306918930162,2.621209258019533,3.3588853071686273
96,6.055684892939421,1.3125609891188903,48.546842688771434,1,48.32339137090424,-1.2984685603778487,-0.4683458526289712
97,6.300961718690668,0.6043150618121992,48.11861969147764,1,50.166918171900775,0.5450582406186868,-0.8965688499227653
98,2.9672266713346054,1.4686500877015136,35.84654064819275,0,35.07207060841836,-14.549789322863731,-13.168647893207655
99,5.232247182540119,1.6943660943405376,50.8048841543249,0,51.46692663612461,1.845066704842523,1.789695612924497
100,8.634423216026855,1.531923669991385,59.87575981301457,1,61.15192785987023,11.530067928588139,10.860571271614162
101,4.766358928589669,1.5567839854570347,44.87569912711936,0,44.524613758242765,-5.0972461730393235,-4.139489414281044
102,1.1540971615752438,1.2543334129010606,29.7355210012885,0,30.917733052853677,-18.70412687842841,-19.279667540111905
103,1.965565736146612,1.307946794478504,36.99003356288115,0,36.66262119310194,-12.959238738180147,-12.025154978519254
104,5.298103862357135,2.3093212874158358,47.875316020951594,0,51.07250447699127,1.4506445457091814,-1.1398725204488116
105,6.055190055109562,1.3644501243604554,48.80092135640838,1,47.9749824739789,-1.6468774573031908,-0.2142671849920248
106,4.898345028189579,2.146612910352315,44.77267513782513,0,47.41732885982624,-2.204531071455847,-4.242513403575273
107,5.00404331510711,2.0120229608245035,44.89479198762987,0,45.219148968536516,-4.402710962745573,-4.120396553770533
108,6.783771738620999,2.2049887867323616,55.93728635039021,1,57.21359384166841,7.591733910386324,6.922097808989804
109,7.16197779139037,1.2621390339512164,61.506548511817414,1,62.330114912580484,12.708254981298396,12.491359970417008
110,6.359264761927846,1.4073632507467881,49.875713642716434,1,49.91230014422064,0.2904402129385488,0.8605251013160284
111,6.770133354885963,1.3815807567424438,51.26966215917983,1,52.55394617312434,2.9320862418422493,2.254473617779425
112,6.0252018995491765,1.6934709437003188,47.76458324855253,1,47.782480227667676,-1.8393797036144122,-1.2506052928478724
