person_id,education_years,ability_score,log_hourly_wage,hourly_wage_eur
1,9.590869053113288,-1.790354833532509,2.6961862832402597,14.823092713834592
2,12.988888396380364,0.010027748183977375,3.324292869270183,27.77934806505377
3,10.621250576068697,0.4468513156580284,3.217729954681118,24.971369651786844
4,12.072915791652706,0.6460797038332384,3.1427185907214166,23.166762271499003
5,11.277575193864473,0.49357921831590296,3.073651750532734,21.6207121382428
6,10.347866152566432,-1.147145353880152,2.902697627592181,18.223238633355876
7,11.610329758551298,1.5919832017092899,3.5393409601526304,34.44421160111967
8,9.936910395467532,-0.6581857756393987,2.875559088010061,17.735336964378796
9,14.814626418373537,0.11250992923113513,3.4162656799365005,30.455471923617814
10,10.231161567524143,0.019661548138869573,3.165811819938997,23.70798283573202
11,14.415916913296167,-0.9043341759308947,3.1740666222776275,23.90449752695146
12,11.759462005859227,-0.5580818561631959,3.0337187376957204,20.774343457098116
13,15.489842780314245,0.5945310955123723,3.762941905022969,43.07496220639821
14,11.250007890393801,0.7457786381354065,3.3422853900773246,28.283692168103652
15,10.120419804472093,-0.586644734670225,3.1225907777175066,22.70512744732787
16,13.066079420474162,1.0923628677394062,3.676318619061514,39.500708918961806
17,13.710249677986145,0.11967427258121463,3.2739117408843526,26.414464052168295
18,14.533031005154895,1.3893365655144034,3.621166388226151,37.38114332959365
19,11.275161702407528,-0.46259976709017914,2.963550896263109,19.366618658180116
20,11.115052895583641,-0.545344988616526,2.987109403192508,19.828283999155595
21,13.006707277621917,0.3718695391764119,2.866020630790736,17.56697345205802
22,11.186403425826756,-0.4393669766143195,3.0356991959785518,20.815526945297393
23,13.57373230852139,-0.04854637097016923,3.216797869552494,24.948105053470425
24,12.701237043741969,0.6635870603131779,2.906588045241985,18.294272729127837
25,14.198899930372463,-0.1594898786537673,3.5016552393077025,33.17031134664896
26,14.464059738674978,1.623882993736867,3.767064542384189,43.25291121249682
27,9.345294747925516,-0.6015764950429805,2.622912917421279,13.775792944637864
28,11.562584362333409,-0.8822057911264265,2.483217633400441,11.979748910374731
29,13.22312101237909,-0.02581567672415866,3.3132936128732613,27.475470172256678
30,12.678387065788668,0.49721792639721407,3.6158934321970797,37.18455296617205
31,16.40703790699265,1.7397918911853982,3.8289748215851023,46.01534011166332
32,12.597277508859712,-0.932683048188906,2.788058798751409,16.249445721557795
33,11.607146037118337,0.5905432373446899,3.386334239676283,29.557403078785846
34,12.786170846332231,1.2297753070045438,3.698903729236665,40.40298745894162
35,13.05774597761033,-0.11259805767465045,3.1228063872714062,22.71002341751803
36,12.787784434542667,1.4320360097747054,3.428266829736497,30.823174618698143
37,12.070719989509243,0.939740404829075,3.5381803899112647,34.40425986203217
38,13.335907066357455,0.9643360828509788,3.5366237531468494,34.350746587449486
39,10.328635262245584,-0.7272671318394,2.547956163083019,12.780954882298955
40,10.97152448343796,-1.8014828858033616,2.914249238512575,18.43496694287556
41,15.621640380922276,1.4411356205177386,3.724395141143067,41.446156087080915
42,8.017532719183627,-0.8157804036655958,2.493454449205051,12.103013234015453
43,10.718380586109177,-0.0205356638608104,2.7149950456265812,15.104535238202137
44,12.040446419955455,-0.13228863435616986,2.836116091444195,17.049418395455096
45,11.186687999281316,-1.4585957689281517,2.957980476591046,19.259038376464762
46,11.360859457445148,-1.1749238627465997,2.7683843672912274,15.932871535652332
47,12.235279986401503,0.2134553070533344,3.5876729912183736,36.14985694076471
48,11.176067704809945,0.8118270729642043,3.1969437512149277,24.457667139836104
49,8.0,-2.5033045899843183,2.150277609466139,8.587241965969735
50,12.72190795665311,1.221710819283339,3.4428422297893846,31.275724757621244
51,12.155987149174694,1.396572798633367,3.4499338224922473,31.49830776026758
52,12.493096900441467,0.5670688545176367,3.4728839471813764,32.229556884186515
53,11.324967934428226,0.0333262326415324,3.495968868777158,32.98222792852464
54,10.95207839443713,0.17357729880382988,3.3117947002816397,27.434317693743772
55,8.0,-2.764952523133794,2.1494937769802105,8.58051364403542
56,12.171706777485229,-0.38749052196392963,2.851779777386612,17.318577640457203
57,9.725481495173124,-0.48176204456433697,2.8028210773182436,16.49110388986087
58,8.381590776169348,-1.0464071091991274,2.5950918196574873,13.397817487944902
59,11.09171455871236,-0.6186121750726004,2.7240205264146,15.241477988282611
60,8.675130045733173,-1.4640171811106872,2.419952910513236,11.245329765606686
61,15.407774251725877,0.5375239060632646,3.2157171294048785,24.921157199169148
62,11.818282016309322,0.4997791181662405,3.240225918874547,25.539490948692876
63,8.0,-0.30456567242666,2.9415646001008264,18.945465212127086
64,9.788310730533384,0.18221471304948175,2.848572828561859,17.263126809758674
65,10.777261072560266,-0.8808106878420066,2.882450997688424,17.857989474380023
66,13.291885691549341,0.7665256799555902,3.2060360345443315,24.681057202959074
67,12.349004409460555,-1.0372563894034548,2.9354534854549077,18.83004034870072
68,13.055793074439453,-0.6003246791028559,2.861160768116419,17.481807488543875
