applicant_id,preparation_hours,experience_years,mentor_program,received_offer,oracle_offer_probability
1,37.36781829105941,7.83434347528778,1,1,0.6528932178929071
2,37.54417129199035,7.802822560300829,1,0,0.6554710708389268
3,56.72424448003141,5.939762790262558,1,1,0.8955344089341888
4,3.4917594222484882,3.352285465636068,0,0,0.014797421720590499
5,2.308193483181562,0.912388824760074,0,0,0.008787353365277521
6,51.19978552852588,10.406766944493278,0,1,0.8224638099356848
7,50.94840132336558,10.31225116766053,0,1,0.8165552169661537
8,32.89924672481514,8.33070187865177,0,0,0.36392880483337514
9,16.036248995840097,0.26172792397380906,0,0,0.02841359164626634
10,52.626156343330976,6.307692326830036,1,1,0.860781079612904
11,35.414482076569676,7.920591926254218,0,0,0.40392829990787477
12,28.176276800464862,6.603909961777,1,1,0.3892207326676154
13,40.41709888313751,2.7106899501641584,0,0,0.31012000759472874
14,10.00226202004821,7.162030622827293,0,0,0.05058264742187596
15,2.201973879657475,4.526014497146755,0,0,0.01596299900679385
16,26.376033170464254,10.673317407571453,0,0,0.3143602140553898
17,38.75847109338389,9.865683241322815,0,1,0.5644447633344971
18,35.9156404662234,5.499979415713921,1,1,0.5242266004572116
19,17.57469825284627,3.985274058203476,1,1,0.12977980438921602
20,31.878149926522976,4.224272369210569,1,0,0.37673037733769876
21,3.469238126696539,5.98679449613774,0,0,0.022917566419504615
22,17.146265195729914,10.359453452902688,0,0,0.15316401156803006
23,0.5760382458151247,7.099231370245537,1,0,0.04795236108638718
24,17.400207530081147,2.6176024641429385,0,0,0.047336148794210865
25,45.78254569088886,9.129116210502044,0,1,0.6902506983118872
26,29.71408052166051,6.260116381288693,0,0,0.22918081202925572
27,46.79643395436001,7.424598338007437,0,1,0.6474485913643242
28,6.297897142022264,5.670104955672936,0,0,0.028256127453526823
29,7.655417818948262,11.19941250367567,1,0,0.16536557553971046
30,58.544987264295536,9.215577056543673,0,1,0.8837490462965507
31,49.867885805651056,9.173310507239714,1,1,0.8856352151310334
32,12.422176006841498,4.577934749291183,1,1,0.0918173387593775
33,50.91286948593996,11.188014071521334,0,1,0.8373559248115705
34,36.678551515966724,10.647708015047535,0,1,0.5484903045020143
35,17.251232757358732,6.309723899052033,1,1,0.17675637213293288
36,13.571611319219922,9.551067570898379,1,0,0.20800129721525165
37,57.11088697640549,11.767051542143232,0,1,0.9110021483588968
38,7.267718183195613,2.1688233174680773,0,0,0.01727843209640905
39,28.81457700479526,9.05240211531881,0,1,0.3049773708716323
40,41.962300351839104,3.295741516499621,0,1,0.3650978694513179
41,57.28329780342527,4.723152129743036,0,1,0.7585688365814804
42,50.051673371362675,7.877027261027227,1,1,0.8634215190081888
43,37.588183923039104,9.784814043839473,1,0,0.7279597767790479
44,23.61247308024598,5.916254942466773,1,0,0.26873469148260715
45,35.200667076087754,10.136365838072495,1,0,0.6936513373322786
46,28.911736154539014,6.780972689524084,1,1,0.4132321515537376
47,8.272072070066283,5.3086398546278755,0,0,0.03193228788493744
48,37.49450764144345,4.930341599078185,1,0,0.5374637286636624
49,14.568866574041206,5.642263081167984,0,0,0.05970527706226148
50,58.774120168929585,2.488565629878898,0,0,0.7123034167029973
51,29.750138447857545,0.34762882995283073,1,1,0.20348722423512003
52,12.813444880596503,11.73520088599885,1,0,0.2615865709520801
53,35.72275237770295,4.058178453170681,0,0,0.2657198277907149
54,34.81861465338484,2.74966700802771,1,0,0.383483564913237
55,15.356729495096603,1.7683020209922247,0,0,0.03420765643738226
56,31.011680985495424,2.5650025752939634,0,0,0.1521496115070234
57,51.24566728836316,4.058651017426229,0,0,0.6126129628647086
58,49.97108376498503,8.857831285673393,1,1,0.8811205270565162
59,40.030567292162786,11.878895335364017,1,1,0.8281135359775404
60,33.4348960791834,8.681978569256238,0,0,0.38989620976942685
61,5.559357195813128,3.2464090883209806,1,0,0.04031151714625944
62,4.170012721384639,2.171673766402848,0,0,0.01293672153641595
63,16.86063518857103,6.975323045614719,1,0,0.18809522060706999
64,3.4431704049935963,8.889185384134453,0,0,0.03690740696141391
65,54.31358627936997,2.0358649479979607,0,1,0.6001014268138858
66,47.40881049511434,2.365469923162337,1,0,0.6583538238089203
67,48.09492613115945,3.097463619202197,0,1,0.49889670122181623
68,33.880765310160044,5.908245034403459,0,0,0.2938152667389794
69,21.35021396026943,9.902520600191322,0,0,0.19967910360166727
70,55.077904744609164,11.099247944790816,0,1,0.8828058253321628
71,17.9954692932046,4.844138954098714,1,0,0.15226743551734556
72,33.36697253491322,0.7258722951288847,0,0,0.1410326704829449
73,57.92712513022697,10.191588385166778,0,1,0.894319897936912
74,13.831548872331801,2.522838017674188,0,0,0.033662769988494934
75,57.59105526502508,9.913136046706576,0,1,0.8865910362192826
76,36.2470117678151,5.549369691370304,0,0,0.32890515823637
77,27.52815842454663,0.3585768839240484,1,0,0.1716658360183531
78,21.516134859905506,3.4792802909823166,1,0,0.1659662328206914
79,49.44197140779171,4.768859034959673,0,1,0.6005346514251881
80,23.318334787406695,5.3315224457439285,0,0,0.12148956841744274
81,15.568919869740757,5.092719245191445,1,0,0.12952215722267973
82,6.142677783286019,9.845533304183471,1,0,0.11997098581969787
83,36.49051235518443,7.382118015114702,0,1,0.40650290025287356
84,56.82915520547842,3.8479156382475748,0,1,0.7217011109907004
85,51.95314369925087,5.768817399568956,1,1,0.8410748886056224
86,15.251585986898878,11.014685086365013,0,0,0.14447573751176276
87,36.75904343834118,4.866206095553949,0,1,0.3141828647877954
88,3.7069912315421516,6.9967868687665495,0,0,0.027695958233707744
89,31.291863860681513,9.483570502571714,1,0,0.5829594212096655
90,48.59449053652715,6.89588462203899,0,0,0.6656948061562409
91,12.872628261763294,0.6783285585536318,1,0,0.051574080155618644
92,31.596321386337028,7.556997636511116,0,0,0.3071111483923898
93,36.682171518915204,0.6771437596683829,0,0,0.18241370177785207
94,47.8698786548179,11.636719863185924,0,1,0.80625869284568
95,41.16797928746375,11.418075480769108,1,1,0.8323020350348912
96,31.985551870592907,3.0497313657044223,0,0,0.1761114489146641
97,46.57242898656849,10.934357435350716,1,1,0.8842412366064013
98,16.551900220327692,2.4378951650082823,0,0,0.0425690026872859
99,46.68379198133624,5.242586435726153,0,1,0.55631008882113
100,5.549274337014866,10.494053510320137,0,1,0.05793078344131177
101,46.43465189612616,4.553419594711107,1,1,0.718164131055487
102,36.13592777231669,1.8496406553427125,0,1,0.20543780150188015
103,35.30445203154014,3.2103580885150476,0,0,0.23141897426434
104,44.670774419736794,3.2903365772092394,1,1,0.634850061558803
105,58.20643356835774,8.999679216712268,1,1,0.9431900683415122
106,47.63540039321553,10.554516606925299,0,1,0.7719985812133103
107,22.965321685509366,7.774130799125455,1,0,0.3215424797834084
108,52.059394549186955,2.8382006741899457,0,1,0.5813059131809329
109,27.151295363702815,1.9903008760707745,0,0,0.10135345854430072
110,2.98028410930957,5.125727200220904,0,0,0.018974557612980367
111,58.3609921052248,2.223493764078744,0,1,0.6947218433174842
112,30.07527927755175,5.875588309740968,1,0,0.4027551255303046
113,0.7464314499213143,3.4534507592278656,1,0,0.026804834422693807
114,16.91200242067862,6.291262516732689,1,1,0.17166892699943878
115,8.897907804022667,2.75803860890794,0,0,0.022186559998866744
116,27.889540426716945,6.414803284814502,0,1,0.20424402398972102
117,21.540342854627728,11.26018582631934,1,0,0.42814198879103554
118,47.942975692877226,11.268646295085183,0,1,0.797420955531331
119,19.757559805020268,7.1145334620802805,1,0,0.2380208115976868
120,41.8739919268452,8.043002901808405,1,1,0.7493858926887658
121,39.205628735087515,11.585145401342201,0,0,0.6442845695280239
122,43.415246768977504,6.974392481079413,1,1,0.7427087310065315
123,27.9693754161703,3.105857633316979,1,0,0.25637159149981403
124,18.147654667233923,2.5118160439969914,0,0,0.0497854949132337
125,57.24206185261476,6.3312296844817375,0,0,0.8044440550950431
126,5.291088115969231,2.025908204206658,0,0,0.014022888763896764
127,28.22916369838905,10.61686294000656,0,0,0.35129249159446785
128,53.886041410013455,0.1453811811538186,0,1,0.5109704227884567
129,19.790043328056434,1.3896942364758575,0,0,0.04816780674411755
130,37.083209744911116,0.13367278995622378,0,0,0.17445589949893986
131,9.467733958722249,7.566860157453305,0,0,0.051456100380354454
132,22.51058975363193,9.733683293399832,0,0,0.2130282084932908
133,47.51040457684837,5.91866705105477,0,0,0.6034023267554871
134,31.318637481835,1.8209325359101207,1,0,0.2758440883187815
135,9.47484423941805,2.762472419141403,1,0,0.05313757585351274
136,14.081646747403461,2.021789133016869,1,0,0.0711908219936536
137,12.862832862328153,9.566219049451396,1,0,0.19753481245210783
138,39.42862288108075,10.75071997139613,1,1,0.7897371192744074
139,25.11310663147754,4.047631000893212,0,0,0.11648378151169919
140,27.062340182936676,3.7488838253390155,0,0,0.13104307924821132
141,50.97012448285253,1.06029687421035,0,0,0.48061279831985193
142,33.29764828638762,5.402864524875804,1,0,0.45803981080904654
143,52.016424691245646,9.880671623991422,1,1,0.9146104509993441
144,16.82815979445781,7.936644113544906,0,0,0.10413558563186424
145,42.864608582715334,4.5107780069068335,1,1,0.6431287985493975
146,38.70769065409641,11.89245583742515,1,1,0.8098364934545433
147,23.517081626574253,1.668545796415494,0,0,0.07029122258373197
148,45.43765242579374,3.6205192066959206,0,1,0.4581147028735197
149,27.33849925124393,7.679348387720928,0,1,0.23194637624740688
150,55.015996555306906,10.535666742093923,1,1,0.9408987254319257
151,24.989150741328817,9.738342785308912,0,0,0.2553056509201605
152,22.234546392964994,2.199330584085196,1,0,0.14631107148280542
153,19.648773159214333,2.937409409337792,1,0,0.13192930453874913
154,48.916868423290914,2.997208194505553,0,0,0.51415319141361
155,30.345950751919514,10.628552930082769,0,0,0.39884482115418873
156,14.92588031544678,6.302736746335791,0,0,0.06846085293067995
157,11.209827234270694,6.253760147777674,0,0,0.04871034395326133
158,24.34588909703621,5.9989892878360696,0,0,0.1458768821051979
159,13.23036702740669,11.048118734680465,0,0,0.12293396469967716
160,57.581860577820514,6.571977786220127,1,1,0.9119365612960174
161,29.184810696860186,10.800371217993925,1,1,0.5887063638186059
162,31.096173310600072,0.6780351787455925,0,0,0.1160276196396763
163,1.0575913098540446,2.7588932293247694,1,0,0.02459002548732707
164,2.529934117707513,6.664904655290103,1,0,0.05332137118163725
165,56.610620755652334,7.233579800498603,0,1,0.8187226997138414
166,59.03292576361377,11.906134079958804,1,1,0.9671426564401204
167,38.57347726742441,3.094245595706123,1,0,0.4851299093381499
168,19.95151670784206,0.3716580833718326,0,0,0.0414305280316789
169,52.40684053443032,4.765836476278215,0,1,0.6657092859103776
170,10.310079912781688,10.837834141445995,1,0,0.1933932446919623
171,20.630824944317176,6.184227703478687,0,1,0.11019479342989862
172,16.991703537555075,10.980076380740071,0,0,0.16531865447284724
173,55.52086744475166,8.59072051876824,1,1,0.9230767985078845
174,20.89587737770541,9.359085855364903,0,0,0.17889571959845338
175,46.68114755192446,10.86506439366067,0,1,0.7652658988120571
176,39.764883341746376,9.092006327555511,0,1,0.55559541737971
177,15.252477731946389,9.047660331661298,1,0,0.220472953251729
178,16.029080464526896,2.55967336698587,1,0,0.09177994561440199
179,51.45060729757692,9.388140549020056,0,0,0.7995992553945012
180,22.51382195829358,5.415849850540513,0,0,0.11501659823168692
181,57.50398508941733,4.383170553369132,0,1,0.7517593419196762
182,34.83019539702518,7.95546640034738,0,0,0.3920502645273046
183,23.20338042701238,3.482396455188509,0,1,0.09081934823493423
184,44.430410292612244,10.737155174986327,1,1,0.8576863877082562
185,28.341158037236987,10.767265483883696,1,0,0.5677912503332715
186,27.502093106021942,0.8444363944196023,0,0,0.08756408177914807
187,43.03597487180699,9.234921931831412,1,0,0.8035062502848528
188,55.44140512984748,3.355560528925276,1,1,0.8302469957300604
189,16.77534500750036,11.947456755831293,1,1,0.3485827840398739
190,42.506212515902234,11.894188398441834,0,1,0.7231422701530835
191,8.968913374199765,8.929646499410099,1,0,0.1323988295798499
192,32.17038537827851,11.225714970735538,0,1,0.4661912069596668
193,18.750742876691522,7.21097726946143,0,0,0.10979729609896884
194,32.61644843178389,4.59979208613253,0,0,0.22802925108580252
195,25.30146456196077,6.709647939979243,1,1,0.3305450939034902
196,37.643909165732815,5.681522755446338,1,1,0.5724930962832858
197,35.515475458342024,2.2450126705539692,1,1,0.37886284230678274
198,4.148863325865266,9.064049917057133,1,0,0.08989075859216765
199,27.97388764458623,0.777972846097978,1,0,0.18843287012520166
200,10.494333980329422,7.233342930562017,0,0,0.05348578994556073
201,14.688580393839263,8.649714881668842,1,0,0.20034598871972012
202,51.00412912969774,7.900709495440363,1,1,0.8741886769757428
203,38.124423664935755,5.284624316700163,0,0,0.3589800835449377
204,23.597212827425135,0.39035567361231127,1,0,0.12543879646171824
205,53.97692138402635,2.283657879091597,0,0,0.6025327238856423
206,23.978327889451492,4.4078080149901595,0,0,0.11177556384006555
207,30.38352024629772,11.143251819547515,0,1,0.4208676144695454
208,30.116878685252345,5.195833409020725,0,0,0.20495555868749146
209,41.37907219520765,3.745118891843508,0,1,0.3699764301482041
210,12.723522654441098,2.59301071896206,0,0,0.03075533713246845
211,33.37881111537575,2.993216053653671,0,0,0.19463552765868994
212,7.184181657368908,8.76234188913381,1,0,0.11126299645756701
213,3.013972555454252,7.023102174804357,0,0,0.02609054783659647
214,26.071652956974702,8.184411812610008,0,1,0.22585902724695425
215,23.437282580626423,10.370200342089795,0,0,0.24777319364950992
216,12.637071750192721,11.616786978212028,1,0,0.25452464682821124
217,57.894017185715775,7.370056769983156,0,1,0.8392746883508968
218,55.976514287408115,4.536726372531742,0,1,0.7288927969984222
219,27.107843652337497,4.322279026545893,0,0,0.14307671811169365
220,7.352344515309217,9.67378896377429,0,0,0.05969347765982954
221,6.247294412262734,10.32978927349809,1,0,0.13005836020386266
222,3.488902553668185,6.9706504038379915,0,0,0.027026376186913042
223,18.717816124416572,4.433910615832868,0,0,0.07122367496680727
224,24.74306805863334,2.5975796610008275,0,0,0.09047738013859853
225,47.48745576053092,5.937292142929312,0,0,0.6036382909707937
226,47.237094509392364,8.791994656436774,1,0,0.8496888915481428
227,4.609550956864097,1.5527355425106482,0,0,0.012150889140672886
228,23.40955694561933,10.894672874144293,0,0,0.2642494285557487
229,40.66483561332467,4.1650483341460784,1,1,0.5796209619220339
230,52.64234249386045,6.56880167546826,0,0,0.7345280154856749
231,10.47486243759176,7.639318787728734,0,0,0.0569898494506802
232,58.81515863719328,0.0038562439368168278,0,1,0.6196577094098344
233,19.03893209681614,9.510047115073922,0,0,0.1578127143573807
234,40.30427252145391,2.8206899961717293,0,0,0.31183019781172344
235,22.350382407808702,7.845329395471801,0,1,0.1620562232362575
236,5.273396015150191,6.079369801824811,1,0,0.062062899420073314
237,11.742230359235093,2.603535149889277,1,0,0.06345377806256997
238,12.676017732741318,1.957267348252338,0,0,0.02757072393659432
239,14.228191705145036,10.88048681465508,1,0,0.25948653013262135
240,39.65687090332314,2.0948889977646563,1,1,0.46842553780768403
241,5.360380811169161,2.8525294755181565,1,0,0.03711782241725741
242,29.422093728485162,7.882703256121487,0,1,0.2759098853673877
243,59.888520839525995,11.353139781299392,1,0,0.9667357917737031
244,7.422504441584811,7.652958231866041,0,0,0.04336126969163001
245,3.15538413763506,6.051774359896222,1,0,0.05110397894405944
246,2.6789518830898684,0.5710048434778345,1,0,0.019870884419467254
247,29.5923849991943,1.6627504065536125,1,0,0.23938469521502428
248,22.485039756971283,4.789058600894941,0,0,0.10435166522666504
249,52.377530110082915,9.588474863290028,1,1,0.9134025313415345
250,15.685385968186203,0.8224773333274258,1,0,0.06785804369284316
251,57.05219324612577,10.034873604763813,1,1,0.9466414850401865
252,22.345020957316844,5.469932331163727,1,0,0.23194973121578535
253,37.563516546113824,9.123975657454016,0,1,0.5049023263140792
254,25.089416137474622,7.646608595959926,1,0,0.3620258826904722
255,51.100297125999894,6.373176642482252,1,1,0.8439567788935082
256,21.802554823531842,10.673792845088208,0,0,0.22895654500371537
257,10.617482157372011,1.4010803219598782,0,0,0.020772061831661026
258,11.364983195390664,1.7562318469938378,0,0,0.023619789252163976
259,38.02251798116212,9.282876076756299,1,1,0.7191457385839876
260,16.154512743810923,10.210201527097027,0,0,0.13828747703192218
261,30.918935425227684,11.503109392757578,0,1,0.4483913226482441
262,51.486321315183595,6.696482706917323,1,1,0.855647786286182
263,31.112935696107247,8.02254908050136,1,0,0.517383549491111
264,55.267351481758624,2.5889412535504963,0,1,0.6434840827722218
265,45.57951110639432,6.2242184402203975,0,1,0.5715482286768966
266,0.5228251275799378,8.403195751321128,1,0,0.05886785714977363
267,48.85516222619352,1.712818230269264,0,0,0.4582026489241061
268,40.14913133488854,8.457121499667448,1,1,0.7314276814620118
269,39.86804111488476,0.6030408634467759,0,0,0.22969766307681044
270,9.23263005563526,2.0251375423223283,1,0,0.046149238585129065
271,50.26078565973382,6.5842191300426895,0,0,0.6887092626753906
272,52.45085522447087,2.004735908918224,0,0,0.555677231117352
273,20.407722893391437,6.879026716141755,0,0,0.1200632034355863
274,4.610209469127802,5.200245550034786,0,0,0.02235736599382523
275,35.19726717681799,7.321279877491186,0,0,0.37480867220877495
276,38.34759834127317,8.446016594272649,1,0,0.6961105845810525
277,29.526649692037907,1.8220845228478373,0,0,0.12076412851538637
278,10.959373474971288,5.587651549434911,1,1,0.0945794973903938
279,59.69217976971321,10.384852550865354,0,1,0.9118296150371038
280,27.188477171535848,7.072823868551431,0,0,0.21169898850232607
281,48.42040801163133,3.7932153140777145,1,1,0.7300320845803309
282,10.52912631340137,9.477936885715678,0,0,0.07666946716469619
283,19.760836554176105,8.380218966685575,0,0,0.14208454336263623
284,22.69417293510983,9.280433059052584,0,0,0.2032053494603283
285,16.424501471057802,10.083571571472813,0,0,0.13877938447964738
286,29.71354486035558,0.13232272292548997,0,0,0.0949432438873066
287,24.84836986887448,9.164174911947882,0,0,0.23478347484498419
288,50.75569013304079,11.725409467626937,1,1,0.9285820941157228
289,16.395108795331517,4.390562359775521,0,0,0.0575369663174761
290,45.81960560692261,5.6693457433049375,0,0,0.5539519600142108
291,24.124916009205055,3.2557529241263405,1,1,0.1970784750321184
292,11.038805428483858,5.993392239795211,1,1,0.10133879436092491
293,56.9385480274472,5.1889457299613095,1,1,0.8850638300805018
294,23.833603052530226,7.156299843353031,1,1,0.3166442385789117
295,11.99604844717555,9.312834050072803,0,0,0.08492841212391486
296,48.07152415074151,1.704365695788442,0,0,0.4394331168987594
297,24.403195437709947,0.6929728753502467,0,0,0.06513798684235236
298,51.43651954802161,8.313508749947006,0,1,0.7684831259276633
299,17.4557532672634,4.42707427585567,0,0,0.0636195638091565
300,17.779832438901643,10.597452582997132,1,1,0.31878762655865583
301,11.171627350490311,5.442906218026425,0,0,0.042557834923568405
302,34.28979282014481,0.5762683508004254,1,0,0.2901812223077039
303,46.96066523115876,4.53416980092136,0,0,0.5329701048290717
304,3.1957592712931926,7.48630133278049,0,0,0.02864448395618976
305,25.654121394245163,1.8734346404789242,1,0,0.18326603478796683
306,15.877070894487318,2.494550623662453,0,0,0.04040318245564256
307,27.710784527541378,5.439755905683907,0,0,0.17614065494236003
308,33.634723491664964,0.019581553161345244,0,0,0.1299532241293783
309,11.3774455912875,10.5852274100621,1,0,0.20267575221507042
310,37.40646846470966,9.435084877179294,1,1,0.7125044822395075
311,9.653679717013496,2.0286116293533514,0,0,0.021081831481823958
312,40.51429593913767,8.694957568928478,1,1,0.7459260122303587
313,39.30029226445472,3.294314944618198,0,0,0.3086499071140832
314,31.869799215255398,4.146149533791931,0,1,0.20302023205941866
315,27.23921215952994,1.1654636425370386,0,0,0.08995814997272444
316,47.8229869530774,8.44911716232796,0,1,0.7067255784277653
317,11.87481566586383,2.555101580918667,1,0,0.06371348838823473
318,13.186839293552277,8.801159540068333,1,0,0.18226850345150522
319,33.43531472744993,3.5722215236467485,0,0,0.2114232913544182
320,39.860322748161316,7.188250791962153,0,1,0.47719914858295714
321,48.151932448253675,10.508117290878877,1,1,0.8919497617399579
322,58.31206159601265,10.0694822986239,1,1,0.9526399438353835
323,11.003397991435842,8.620479932415709,1,0,0.14941513681070215
324,20.51479201872339,2.111180399236403,0,0,0.057747453019783415
325,4.041531293634835,8.53240614679776,0,0,0.0367722825006343
326,59.859505256948275,3.2063512972275316,0,1,0.7561585246526291
327,45.50138987518209,11.297555189520024,0,1,0.7582696881084021
328,50.65337379066723,0.5205810690070254,1,1,0.6571387398201336
329,57.347133552682365,4.12009975487133,1,1,0.869709723319742
330,50.92479361722069,6.859160609184631,0,1,0.7117528989681503
331,27.663014131429023,5.586687614047112,0,0,0.17912649910468328
332,27.162897631673925,2.5511832930288696,1,0,0.22516379121725916
333,58.036427907692826,4.358090681229978,1,1,0.8812515860245745
334,21.59484932813833,3.687606513618906,1,1,0.1719889589192787
335,11.62514692521909,11.994925064073637,0,0,0.12384917227991507
336,25.349819220762445,1.1463196092306296,0,0,0.07607629072045494
337,21.30471167266891,11.066240466649624,0,0,0.23240307321236353
338,53.513291065873766,3.770114518690387,1,1,0.8137680022180157
339,2.224659192955476,8.516321299051617,0,0,0.031041921352275376
340,11.577932991215556,7.719929730859986,0,0,0.06370256847147913
341,35.96204722724222,1.4708657829783638,0,1,0.19254486054863826
342,10.286825205306421,3.544533420454711,1,0,0.0647560105023459
343,4.654150534558845,4.1754283085671355,0,0,0.018927455122969592
344,18.480572497719642,5.097849034963052,1,0,0.16414413463871497
345,16.84892969962784,10.216273702874087,0,0,0.14646686369097894
346,22.965579093665347,10.621736959767485,0,0,0.24739119600614562
347,10.197243041331237,2.96043139632579,1,1,0.05852528692182408
348,30.425260490105114,8.58203559207925,1,0,0.5248160423183387
349,7.343905711820334,8.551133965732276,1,0,0.10922944765194223
350,37.99935461564032,3.124420072872456,1,1,0.4727994062549986
351,48.18731461786979,3.9629061098818257,1,1,0.7313512187892653
352,47.23706064366125,7.654267783396701,0,1,0.6656879734506782
353,57.46167330734024,3.0016292518688696,0,0,0.7045658726618788
354,19.16102172443422,8.591845966129835,0,0,0.13954320700540834
355,2.36670780333333,9.855837146512112,1,0,0.08709197088837448
356,44.581552016064116,11.643838716389377,0,0,0.75300430234474
357,4.843665713115513,2.6299557597998815,1,0,0.03413307276761766
358,13.187298168606546,6.075922752563535,1,0,0.1230024628189495
359,37.6025518845953,7.707317994073569,0,0,0.44583500888321886
360,4.1002963498916545,0.7918244346036571,0,0,0.010192466013420548
361,8.210989804065319,10.167027129970787,1,0,0.14911472181081234
362,48.28083521725966,6.198080861429725,1,1,0.8006486063081111
363,41.80550753880911,8.147528983435294,0,1,0.5638010866292196
364,35.378984423726706,0.3293168221423901,0,1,0.15669696032133915
365,32.899647677557084,0.7661183767986564,0,0,0.1365443168313924
366,41.942089134911484,9.51485726480575,1,1,0.7944603635642749
367,38.92584948740866,3.6525106328164587,1,0,0.5172138214138103
368,58.503381079662994,10.081106401031304,0,1,0.8976708872010747
369,2.2743558526118135,3.037136279095964,0,0,0.012522545244897473
370,29.793217869946513,6.039095923214676,1,0,0.4029958031466795
371,1.7912228224556426,9.943550376548947,1,0,0.08398225056710297
372,2.655921114411146,3.051145640931885,1,0,0.02991589773539632
373,39.11487761582219,3.0723118823481608,0,0,0.29696474611951407
374,35.017334664517236,2.7234207148155933,1,1,0.3868976534684324
375,13.909400746719156,8.550988633648227,0,0,0.08907848861636807
