listing_id,floor_area_sqm,rent_eur,fitted_rent,residual,absolute_residual,absolute_residual_rank
1,96.62165172453054,1496.2904385469674,1638.6238064806819,-142.3333679337145,142.3333679337145,54
2,96.95966164298152,1398.9586460527937,1643.2964344824968,-244.3377884297031,244.3377884297031,24
3,133.72146858672687,2094.1256992824265,2151.4893576661148,-57.36365838368829,57.36365838368829,130
4,31.692538892642936,607.6758474773424,741.0478059253032,-133.37195844796088,133.37195844796088,62
5,29.424037509431326,981.2024539715871,709.6881844860059,271.5142694855813,271.5142694855813,17
6,123.13292226300793,1839.4518589316313,2005.113954608529,-165.6620956768977,165.6620956768977,46
7,122.6511025364507,2064.8005120494936,1998.4533088012827,66.34720324821092,66.34720324821092,121
8,88.0568895558957,1409.8732208332667,1520.2250691848933,-110.35184835162659,110.35184835162659,81
9,55.73614390869352,1005.4597918127249,1073.4250999923986,-67.96530817967368,67.96530817967368,115
10,125.86679965805104,1975.3955933622772,2042.9069049697177,-67.51131160744058,67.51131160744058,117
11,92.8777573134252,1635.0563972175967,1586.8684439713825,48.18795324621419,48.18795324621419,137
12,79.00453053422432,1286.2508008132118,1395.0858234462266,-108.83502263301489,108.83502263301489,83
13,102.46610619268023,1832.6526675674058,1719.417180025338,113.23548754206786,113.23548754206786,79
14,44.1710022050924,954.2703781233001,913.5493033978631,40.721074725437006,40.721074725437006,142
15,29.220449936010162,644.6754837258702,706.8738025863598,-62.19831886048962,62.19831886048962,126
16,75.55406357672315,1336.7823749381093,1347.386783729156,-10.60440879104658,10.60440879104658,168
17,99.28706959565245,1542.7911644312544,1675.4703766589132,-132.6792122276588,132.6792122276588,63
18,93.83831089359485,2154.944742594077,1600.1470766710179,554.7976659230592,554.7976659230592,4
19,58.684838317955354,1449.8228292069039,1114.1876673414695,335.6351618654344,335.6351618654344,11
20,86.09978735916904,1457.890060089462,1493.1702106507207,-35.28015056125878,35.28015056125878,144
21,31.649373076168366,757.8123647998905,740.4510843743363,17.361280425554128,17.361280425554128,160
22,57.863674958482335,1086.0670568541775,1102.8359563469457,-16.76889949276824,16.76889949276824,162
23,26.104073304478987,636.0139251152368,663.7932066694499,-27.77928155421307,27.77928155421307,151
24,58.350397765988866,1085.2457889226132,1109.564382039007,-24.318593116393686,24.318593116393686,152
25,112.74987924087031,1853.6926537456902,1861.5794163570263,-7.886762611336053,7.886762611336053,171
26,81.95198766651598,1431.8830870216557,1435.8312867557377,-3.9481997340819817,3.9481997340819817,176
27,114.69316507919001,2151.8521856618995,1888.4432784155,263.4089072463996,263.4089072463996,18
28,37.07096952220934,910.6992005698862,815.398895031512,95.30030553837423,95.30030553837423,94
29,39.67288415298417,778.0477553498797,851.367600381363,-73.31984503148328,73.31984503148328,111
30,137.21122558989978,1836.4197645199838,2199.7315405206405,-363.31177600065666,363.31177600065666,7
31,120.58011446083118,1915.8888781223736,1969.8240989901867,-53.935220867813086,53.935220867813086,134
32,48.80917067977954,848.7388725742749,977.6670547090617,-128.92818213478688,128.92818213478688,67
33,122.58299984805159,2002.514402122533,1997.5118614902958,5.002540632237242,5.002540632237242,175
34,95.30055707226956,1414.423545002927,1620.36107651852,-205.9375315155928,205.9375315155928,31
35,58.06486278493757,1172.0638177102612,1105.6171642944141,66.4466534158471,66.4466534158471,120
36,51.01225502850485,1086.9301550580494,1008.122355149327,78.80779990872247,78.80779990872247,105
37,134.46253337144384,2266.8283824007794,2161.733790965872,105.09459143490767,105.09459143490767,86
38,38.929793184458255,1164.1579965026847,841.0951572431788,323.06283925950584,323.06283925950584,12
39,80.22793925919092,1600.021724798963,1411.9981492505735,188.02357554838954,188.02357554838954,38
40,105.42774234102495,1631.8477804188874,1760.3586531671974,-128.51087274831002,128.51087274831002,68
41,134.7929874565651,1963.7606449905177,2166.3019675996466,-202.54132260912888,202.54132260912888,34
42,120.93237396177845,1856.8310480559257,1974.693712330454,-117.86266427452824,117.86266427452824,75
43,97.04401918582495,1501.2651448992353,1644.4625878861038,-143.1974429868685,143.1974429868685,53
44,70.25724007047147,1308.78407550618,1274.1638263987702,34.62024910740979,34.62024910740979,145
45,92.4679452291682,1474.3500231379157,1581.203227313963,-106.85320417604726,106.85320417604726,85
46,80.41416096286645,1433.1516187655598,1414.5724664514642,18.57915231409561,18.57915231409561,158
47,40.85480480096037,1028.2720150729854,867.7063976005867,160.56561747239869,160.56561747239869,49
48,96.86447297943327,1635.9095133884566,1641.9805523427385,-6.071038954281903,6.071038954281903,174
49,52.92366093357898,1109.8142566149877,1034.5455110017167,75.268745613271,75.268745613271,109
50,137.65039699044837,2297.6442696485265,2205.8026185328004,91.84165111572611,91.84165111572611,97
51,82.02109869172696,1639.984398676141,1436.786673251835,203.19772542430587,203.19772542430587,33
52,49.55910268780996,1065.3773432006142,988.0340679500902,77.34327525052402,77.34327525052402,107
53,93.46860872393067,1769.9957745107813,1595.0363369678125,174.95943754296877,174.95943754296877,41
54,91.73567808565427,1664.2430496780064,1571.0804120567284,93.16263762127801,93.16263762127801,95
55,54.43373153226849,916.4226213007835,1055.420632644567,-138.99801134378345,138.99801134378345,56
56,84.43905522219956,1275.2434483469879,1470.2123533124516,-194.9689049654637,194.9689049654637,35
57,123.22086230269605,2196.509878761476,2006.3296322247675,190.18024653670864,190.18024653670864,37
58,120.77791054955465,1903.8653081499347,1972.5584197670864,-68.69311161715177,68.69311161715177,114
59,101.72525397664533,1579.833485449241,1709.1756852617655,-129.34219981252454,129.34219981252454,66
