invitation,counseling_sessions,job_search_score,oracle_drive
1,3.413038157606536,57.216787737272156,0.9716995466132563
0,-2.6466945099695804,34.33674921087788,-1.8288323541777989
0,0.09933620552302769,42.360880445638216,-0.5550289859198587
1,1.166085617499925,39.38686214784779,-1.6589085900319627
0,1.300079780189331,53.41474407984003,1.5209775481670256
0,1.6504903214178013,45.957475708110984,0.05362117400768699
1,0.49718353740075205,41.44118572823645,-1.095011271846441
0,2.183739617312422,50.14557200632509,0.7512899178777008
0,3.4980501889061575,51.59681431840916,0.8584232964096611
0,1.9811314417869135,49.51172495976778,0.08556729084391303
1,2.986313633647929,46.89917643547442,-0.35639546196508565
1,3.4581872863870617,56.272761297557615,1.0144260746583527
1,3.561110074883751,47.31533673447521,-0.36641311567823703
1,5.017110060472352,55.56309372186988,0.8137850145138209
0,2.574939836806466,46.27568068051418,-0.05633526046578909
1,0.4613302978190381,45.65349913010732,-0.41248269175884417
1,2.6683184417651846,51.21294257104837,0.06048776192544856
0,3.1857659894962587,49.85979405078815,0.32772234633838987
1,5.224830767553431,58.267967712083305,0.7311793768478217
1,4.328822914736823,50.37122770604847,0.8344735600118288
1,2.5727780110781175,47.23811133049522,-0.9949639823932134
0,3.623078552477433,56.073515012047636,0.8431254576970482
1,2.2903978992018534,46.40138892453775,-1.4655294617725376
0,1.7816397576311414,51.98907593032675,0.2917724965949086
0,-0.02831599929922815,41.61630722902576,-1.1643014702561076
0,2.8828010924162673,58.44381724415232,1.4307164047750323
1,4.316779680632896,51.62693756864372,0.8414644951337854
1,4.928994054754421,53.96496964760276,1.2993674338767374
1,4.742038591887469,53.96762543287594,0.09092085911713642
1,-0.01191186999907834,40.15608215848266,-1.525281450623807
1,4.032980505832924,53.1071842269146,0.8127584321838557
0,4.626138510723412,52.82190456027271,-0.12199285808207214
1,4.855719646808772,60.29238514135191,1.5689751449010336
1,3.5038453999675125,56.880129137171316,0.8067173739119147
1,3.0851450743383557,50.5984807718089,-1.0153133288814353
1,1.0030226577279668,40.99375936981136,-1.1831372093086017
0,-1.1198265153952633,38.20867647308096,-1.3210664062485618
0,1.9495580226675682,46.86836131648301,0.2660519585535525
1,4.768405146649529,57.18201116160621,1.2214140009309886
1,1.9206829432869796,42.85880380616176,-1.0815631341716452
1,7.691040904032944,66.94606305231291,2.6134099578701258
0,1.979743125277943,48.075040560925274,0.22740217132079232
0,2.3772493432851096,57.73005983059343,2.1864167188363055
1,3.4002015558191365,54.19722889969603,0.12562013944702535
0,2.157764566173332,49.3724245643506,0.16940897337462343
1,0.49683957867214357,48.3477835619118,0.4662081488222727
0,1.789584557654677,46.014898073298276,-0.9961138870975917
0,-1.4914764246090007,38.03719381863803,-1.6227691435806875
1,1.0529977270412512,45.04418810949889,-1.2459260740439546
1,5.62614734705963,51.212840433937885,0.28841456195429466
1,2.96591194962373,51.08612783164368,0.34393376234987694
1,2.8592502721265776,43.98406189971613,-1.297291089114354
0,2.1146416276004336,47.997573822347285,-0.004400811576531625
1,5.107687380374099,54.92197049137124,0.1575102461718925
0,1.10654578200724,39.36194271805306,-1.2284662144152825
