employee_id,experience_years,treated,performance_score,treated_x_experience
1,9.341954572764852,0,66.67089746792851,0.0
2,9.386042822997588,1,71.74719207973288,9.386042822997588
3,14.181061120007852,1,97.49670083827041,14.181061120007852
4,0.8729398555621221,1,58.83496327409642,0.8729398555621221
5,0.5770483707953905,1,57.871606333927765,0.5770483707953905
6,12.79994638213147,1,87.85061189656034,12.79994638213147
7,12.737100330841395,1,84.38924213446023,12.737100330841395
8,8.224811681203786,1,76.78758756687208,8.224811681203786
9,4.009062248960024,0,42.42695768524182,0.0
10,13.156539085832744,0,64.49725980258083,0.0
11,8.853620519142419,0,63.725331452420505,0.0
12,7.0440692001162155,0,68.06913983600816,0.0
13,10.104274720784378,1,79.66851604490587,10.104274720784378
14,2.5005655050120525,1,62.148111566576524,2.5005655050120525
15,0.5504934699143688,0,54.69169791877461,0.0
16,6.5940082926160635,0,64.16032945893907,0.0
17,9.689617773345972,0,65.0369420853258,0.0
18,8.97891011655585,0,62.063934272153176,0.0
19,4.393674563211568,1,54.38032723981731,4.393674563211568
20,7.969537481630744,0,72.23109456727784,0.0
21,0.8673095316741347,1,58.66446953077637,0.8673095316741347
22,4.286566298932478,1,61.37047263491925,4.286566298932478
23,0.1440095614537812,0,51.534380345302,0.0
24,4.350051882520287,1,58.30960834871954,4.350051882520287
25,11.445636422722215,1,92.46462194164462,11.445636422722215
26,7.428520130415127,1,75.62114853682888,7.428520130415127
27,11.699108488590003,0,75.04324937993265,0.0
28,1.574474285505566,1,67.95465275652779,1.574474285505566
29,1.9138544547370655,0,45.11070657491778,0.0
30,14.636246816073884,0,82.26147672983446,0.0
31,12.466971451412764,0,78.08794204659581,0.0
32,3.1055440017103746,0,54.48243731390728,0.0
33,12.72821737148499,0,63.53320123072514,0.0
34,9.169637878991681,1,79.44725829074656,9.169637878991681
35,4.312808189339683,0,61.976159030135975,0.0
36,3.3929028298049806,1,60.74249550974459,3.3929028298049806
37,14.277721744101372,0,85.1962593973245,0.0
38,1.8169295457989032,0,47.03231292703673,0.0
39,7.203644251198815,0,56.72606543199521,0.0
40,10.490575087959776,1,95.60456064718875,10.490575087959776
41,14.320824450856318,0,77.76602451132226,0.0
42,12.512918342840669,1,86.51060414997471,12.512918342840669
43,9.397045980759776,1,67.22945054806169,9.397045980759776
44,5.903118270061495,0,56.36036236064368,0.0
45,8.800166769021939,1,65.90671839668587,8.800166769021939
46,7.2279340386347535,0,50.21927999141442,0.0
47,2.0680180175165708,0,48.019819368250815,0.0
48,9.373626910360862,1,76.5340477049356,9.373626910360862
49,3.6422166435103014,0,52.959915593290496,0.0
50,14.693530042232396,0,72.77559302264577,0.0
51,7.437534611964386,0,65.40661035982389,0.0
52,3.2033612201491257,1,68.51994366922133,3.2033612201491257
53,8.930688094425738,0,62.05216884373949,0.0
54,8.70465366334621,1,74.62971387964562,8.70465366334621
55,3.839182373774151,0,54.041996853329366,0.0
56,7.752920246373856,0,64.77933030347447,0.0
57,12.81141682209079,1,87.87868249883951,12.81141682209079
58,12.492770941246258,1,89.8473430740861,12.492770941246258
59,10.007641823040696,0,71.10296799217599,0.0
60,8.35872401979585,0,63.54196404792623,0.0
61,1.389839298953282,0,48.03523594052912,0.0
62,1.0425031803461597,0,53.87426253490153,0.0
63,4.215158797142758,1,64.53129752555374,4.215158797142758
64,0.8607926012483991,0,49.470070818192184,0.0
65,13.578396569842493,1,86.6980470832925,13.578396569842493
66,11.852202623778584,0,70.54791016228808,0.0
67,12.023731532789862,1,88.97278289199022,12.023731532789862
68,8.470191327540011,0,69.46083576063187,0.0
69,5.337553490067357,0,58.51693191475811,0.0
70,13.769476186152291,1,94.40248632102974,13.769476186152291
71,4.49886732330115,1,57.64735992179535,4.49886732330115
72,8.341743133728304,1,66.2842837680626,8.341743133728304
73,14.481781282556742,1,91.61122029196551,14.481781282556742
74,3.4578872180829503,0,53.42946646622083,0.0
75,14.39776381625627,0,66.74670283607003,0.0
76,9.061752941953776,0,63.36145173526514,0.0
77,6.882039606136657,0,63.03744881374354,0.0
78,5.3790337149763765,0,57.199243732947615,0.0
79,12.360492851947928,0,66.05243485540446,0.0
80,5.829583696851674,0,62.008694437428666,0.0
81,3.8922299674351892,1,70.29717445727883,3.8922299674351892
82,1.5356694458215048,0,41.46307635036293,0.0
83,9.122628088796107,1,69.73334814030557,9.122628088796107
84,14.207288801369605,0,76.39851866726569,0.0
85,12.988285924812718,1,84.93387099438226,12.988285924812718
86,3.8128964967247194,0,55.002966547123606,0.0
87,9.189760859585295,0,67.32093398672228,0.0
88,0.9267478078855379,0,53.964098180003305,0.0
89,7.822965965170378,1,71.57968442880205,7.822965965170378
90,12.148622634131787,1,87.62831864778015,12.148622634131787
91,3.2181570654408236,0,54.999082908156396,0.0
92,7.899080346584257,1,72.03106131325302,7.899080346584257
93,9.170542879728801,1,79.67358239301154,9.170542879728801
94,11.967469663704476,1,71.02063945337139,11.967469663704476
95,10.291994821865938,0,73.71152006711166,0.0
96,7.996387967648227,0,65.8895350456475,0.0
97,11.643107246642122,1,74.0171037681983,11.643107246642122
98,4.137975055081923,0,67.19794178333908,0.0
99,11.67094799533406,1,82.23096741130433,11.67094799533406
100,1.3873185842537166,1,55.68686548912553,1.3873185842537166
101,11.60866297403154,1,85.24251776271487,11.60866297403154
102,9.033981943079173,0,79.59091671136338,0.0
103,8.826113007885034,0,77.18446359898479,0.0
104,11.167693604934199,0,72.98882038860536,0.0
105,14.551608392089435,0,72.9304161170868,0.0
106,11.908850098303882,1,84.7712258137698,11.908850098303882
107,5.7413304213773415,1,68.05605099449315,5.7413304213773415
108,13.014848637296739,0,66.74687804074668,0.0
109,6.787823840925704,0,59.49517127950913,0.0
110,0.7450710273273925,1,53.76221476106487,0.7450710273273925
111,14.5902480263062,1,96.27972028549053,14.5902480263062
112,7.518819819387938,0,73.4824183755167,0.0
113,0.18660786248032857,1,49.21627516738408,0.18660786248032857
114,4.228000605169655,1,64.86788540358039,4.228000605169655
115,2.224476951005667,1,61.16321863228173,2.224476951005667
116,6.972385106679236,0,62.775635684960086,0.0
117,5.385085713656932,1,66.42548530476928,5.385085713656932
118,11.985743923219307,0,70.23115635764411,0.0
119,4.939389951255067,0,75.73587898048046,0.0
120,10.4684979817113,0,73.48321908816882,0.0
121,9.801407183771879,1,73.74957156723131,9.801407183771879
122,10.853811692244376,0,60.961157097472224,0.0
123,6.992343854042575,1,68.68429235705963,6.992343854042575
124,4.536913666808481,0,51.789185475945985,0.0
125,14.31051546315369,1,80.18059453495128,14.31051546315369
126,1.3227720289923077,0,49.61449829532499,0.0
127,7.057290924597263,1,81.0859159613326,7.057290924597263
128,13.471510352503364,1,92.47405650654599,13.471510352503364
129,4.947510832014109,0,53.14927544960613,0.0
130,9.270802436227779,1,75.84001687943929,9.270802436227779
131,2.3669334896805623,1,52.66404058348906,2.3669334896805623
132,5.627647438407982,1,63.271696481069604,5.627647438407982
133,11.877601144212093,1,95.52191622205163,11.877601144212093
134,7.82965937045875,1,84.59501060292888,7.82965937045875
135,2.3687110598545127,0,62.44339153813018,0.0
136,3.5204116868508653,0,54.25168876548337,0.0
137,3.2157082155820382,0,59.343243209291025,0.0
138,9.857155720270187,1,88.51345202493353,9.857155720270187
139,6.278276657869385,0,54.65271777017901,0.0
140,6.765585045734169,1,75.89602339698992,6.765585045734169
141,12.742531120713133,0,67.4989195604376,0.0
142,8.324412071596905,0,62.967810089805035,0.0
143,13.004106172811412,0,61.7724855805835,0.0
144,4.207039948614453,1,72.81257049523785,4.207039948614453
145,10.716152145678834,1,73.7567271064483,10.716152145678834
146,9.676922663524103,0,64.25538797663988,0.0
147,5.879270406643563,1,66.95287526259646,5.879270406643563
148,11.359413106448436,0,74.59789334109503,0.0
149,6.834624812810983,1,76.29561096778959,6.834624812810983
150,13.753999138826726,0,80.12762366871533,0.0
151,6.247287685332204,0,67.58039777349069,0.0
152,5.5586365982412484,0,62.89685782859104,0.0
153,4.912193289803583,1,62.48427869531822,4.912193289803583
154,12.229217105822729,0,71.56062001751542,0.0
155,7.586487687979878,0,66.41838819148558,0.0
156,3.731470078861695,1,65.76399727548588,3.731470078861695
157,2.8024568085676735,0,51.76493552323696,0.0
158,6.0864722742590525,0,47.87932070063328,0.0
159,3.3075917568516724,1,69.23582034370907,3.3075917568516724
160,14.395465144455128,1,97.2013538224946,14.395465144455128
161,7.2962026742150465,0,66.63758516108942,0.0
162,7.774043327650018,1,76.82015377318196,7.774043327650018
163,0.26439782746351115,1,48.51230219628326,0.26439782746351115
164,0.6324835294268782,0,54.96670599537188,0.0
165,14.152655188913084,1,95.91254563039347,14.152655188913084
166,14.758231440903442,0,72.23094473399519,0.0
167,9.643369316856102,1,77.7316292109132,9.643369316856102
168,4.987879176960515,1,57.476565934035484,4.987879176960515
169,13.10171013360758,1,96.09405648215917,13.10171013360758
170,2.577519978195422,0,45.09307632279767,0.0
171,5.157706236079294,0,58.12659471556957,0.0
172,4.247925884388769,0,56.42271374334196,0.0
173,13.880216861187915,1,86.28176980191482,13.880216861187915
174,5.223969344426353,0,49.905227530278204,0.0
175,11.670286887981115,0,65.62677917623135,0.0
176,9.941220835436594,0,68.28121370993354,0.0
177,3.813119432986597,1,66.18624356113831,3.813119432986597
178,4.007270116131724,0,59.14590383296803,0.0
179,12.86265182439423,1,79.26865019949926,12.86265182439423
180,5.628455489573395,1,66.1516006835353,5.628455489573395
181,14.375996272354332,0,68.79400234491465,0.0
182,8.707548849256295,0,66.09982945445618,0.0
183,5.800845106753095,1,72.13819199865695,5.800845106753095
184,11.107602573153061,1,85.49475363745452,11.107602573153061
185,7.085289509309247,0,62.76372491835035,0.0
186,6.8755232765054854,1,77.03488773879535,6.8755232765054854
187,10.758993717951748,1,76.02874423340305,10.758993717951748
188,13.86035128246187,1,92.89092153740022,13.86035128246187
189,4.19383625187509,0,52.01042631492387,0.0
190,10.626553128975559,1,87.96572956426331,10.626553128975559
191,2.2422283435499413,1,63.79323602732684,2.2422283435499413
192,8.042596344569628,0,66.16905103063408,0.0
193,4.6876857191728805,1,73.91765151406898,4.6876857191728805
194,8.154112107945972,0,63.743389157041406,0.0
195,6.325366140490193,0,51.12172324708885,0.0
196,9.410977291433204,1,81.11258543316765,9.410977291433204
197,8.878868864585506,1,78.58039723541565,8.878868864585506
198,1.0372158314663165,0,52.66226845048528,0.0
199,6.993471911146558,1,70.54297231226595,6.993471911146558
200,2.6235834950823556,0,64.07270347506946,0.0
201,3.672145098459816,1,63.53369873481076,3.672145098459816
202,12.751032282424434,1,86.51430945387558,12.751032282424434
203,9.531105916233939,1,83.43652283609184,9.531105916233939
204,5.899303206856284,1,56.130954791235055,5.899303206856284
205,13.494230346006587,0,69.27110080190106,0.0
206,5.994581972362873,1,61.74232114750872,5.994581972362873
207,7.59588006157443,0,59.229104010460404,0.0
208,7.529219671313086,1,75.07695657983585,7.529219671313086
209,10.344768048801912,0,65.80041501858231,0.0
210,3.1808806636102744,1,55.88478540462019,3.1808806636102744
211,8.344702778843937,0,60.85158442204883,0.0
212,1.796045414342227,0,43.23723242213001,0.0
213,0.753493138863563,0,45.463443342535754,0.0
214,6.517913239243676,1,67.08918082283485,6.517913239243676
215,5.859320645156606,1,66.47243850625487,5.859320645156606
216,3.1592679375481802,1,61.78465085716222,3.1592679375481802
217,14.473504296428944,0,83.26518299655916,0.0
218,13.994128571852029,0,71.55071673255641,0.0
